"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","Adherens junction","04520",0.161927922295397,5e-06,1.21661926142462e-05,0.00126987603803929,0.00234807517454951
"2","Bacterial invasion of epithelial cells","05100",0.176131887599997,5e-06,1.31593371817543e-05,0.00126987603803929,0.00253975207607857
"3","mRNA surveillance pathway","03015",1,5e-06,6.60303632276509e-05,0.00424795336764554,0.0127438601029366
"4","Pathogenic Escherichia coli infection","05130",0.425265312082399,0.001,0.00372651373704208,0.133361229074289,0.719217151249121
"5","Pancreatic cancer","05212",0.475186445031194,0.001,0.00411121966040609,0.133361229074289,0.793465394458375
"6","Hypertrophic cardiomyopathy (HCM)","05410",0.201421453220067,0.0025,0.00432744944946623,0.133361229074289,0.835197743746983
"7","Jak-STAT signaling pathway","04630",0.793488345859885,0.001,0.0064582585441249,0.133361229074289,1
"8","Shigellosis","05131",0.13764528511285,0.006,0.00668879371288779,0.133361229074289,1
"9","Mineral absorption","04978",0.00177867964285477,0.5215,0.00740481762536955,0.133361229074289,1
"10","Toll-like receptor signaling pathway","04620",1,0.001,0.00790775527898214,0.133361229074289,1
"11","Fluid shear stress and atherosclerosis","05418",0.416470887029363,0.003,0.00960183838899782,0.133361229074289,1
"12","Chemical carcinogenesis","05204",0.197780630651994,0.0065,0.00984306222884247,0.133361229074289,1
"13","ECM-receptor interaction","04512",0.197780630651994,0.008,0.011786001771694,0.133361229074289,1
"14","MAPK signaling pathway","04010",0.042773885353141,0.04,0.0126109447902494,0.133361229074289,1
"15","Leukocyte transendothelial migration","04670",0.105972462411422,0.0165,0.0128500109598491,0.133361229074289,1
"16","RNA degradation","03018",0.539793501172811,0.0035,0.01373799466364,0.133361229074289,1
"17","Regulation of actin cytoskeleton","04810",0.162733012495812,0.012,0.0141353012822279,0.133361229074289,1
"18","Amoebiasis","05146",0.0714091500910808,0.028,0.0144258366348737,0.133361229074289,1
"19","Glioma","05214",1,0.002,0.0144292161968444,0.133361229074289,1
"20","p53 signaling pathway","04115",0.501036238459175,0.004,0.0144549711683291,0.133361229074289,1
"21","Fc gamma R-mediated phagocytosis","04666",0.600566816412472,0.0035,0.0150604488289617,0.133361229074289,1
"22","Focal adhesion","04510",0.138584460942839,0.0155,0.0153439958212658,0.133361229074289,1
"23","PI3K-Akt signaling pathway","04151",0.447538597105285,0.005,0.0158927889570397,0.133361229074289,1
"24","Apoptosis","04210",0.402509973238369,0.006,0.0169682858154001,0.134935265759184,1
"25","Fat digestion and absorption","04975",1,0.0025,0.01747866136777,0.134935265759184,1
"26","Notch signaling pathway","04330",0.0830781302881859,0.0335,0.0191594909891393,0.141125129985105,1
"27","mTOR signaling pathway","04150",0.192170893515835,0.015,0.0197428938321132,0.141125129985105,1
"28","Hippo signaling pathway","04390",0.457342439390889,0.0075,0.0228963065002823,0.157820969805518,1
"29","Chronic myeloid leukemia","05220",0.5110188842613,0.0075,0.0251582300040221,0.162054845838024,1
"30","ErbB signaling pathway","04012",1,0.004,0.026085843671449,0.162054845838024,1
"31","Renal cell carcinoma","05211",0.480460525654918,0.0085,0.0265483000139767,0.162054845838024,1
"32","Proteoglycans in cancer","05205",0.331386206812689,0.0125,0.0268691972373926,0.162054845838024,1
"33","Estrogen signaling pathway","04915",0.256709841897859,0.019,0.030840960701279,0.175110516196766,1
"34","VEGF signaling pathway","04370",0.11756386730574,0.0415,0.0308484847186013,0.175110516196766,1
"35","Morphine addiction","05032",0.230790457104763,0.0235,0.0337183701169679,0.181598029428083,1
"36","Wnt signaling pathway","04310",0.419936046318133,0.013,0.033903941530181,0.181598029428083,1
"37","Cocaine addiction","05030",0.389396066863689,0.0145,0.0348755154822384,0.181598029428083,1
"38","Hepatitis B","05161",0.423390883296818,0.014,0.0363244836558564,0.181598029428083,1
"39","Osteoclast differentiation","04380",1,0.006,0.0366959748585245,0.181598029428083,1
"40","Cytokine-cytokine receptor interaction","04060",1,0.007,0.0417329159094878,0.19645006757393,1
"41","Leishmaniasis","05140",1,0.007,0.0417329159094878,0.19645006757393,1
"42","Pathways in cancer","05200",0.360945179245827,0.021,0.0445866565898261,0.198144767215933,1
"43","Endocytosis","04144",0.737301246394271,0.012,0.0506756644800105,0.198144767215933,1
"44","HIF-1 signaling pathway","04066",0.267842628720663,0.0335,0.0512662696525195,0.198144767215933,1
"45","NOD-like receptor signaling pathway","04621",1,0.009,0.0513947763148133,0.198144767215933,1
"46","Tuberculosis","05152",1,0.009,0.0513947763148133,0.198144767215933,1
"47","Neurotrophin signaling pathway","04722",0.334308313156004,0.027,0.0515187400080557,0.198144767215933,1
"48","Non-alcoholic fatty liver disease (NAFLD)","04932",0.440505446634476,0.0205,0.0515377446722917,0.198144767215933,1
"49","Oxytocin signaling pathway","04921",0.453997948721465,0.02,0.0517710713749874,0.198144767215933,1
"50","IL-17 signaling pathway","04657",0.608572386176519,0.015,0.0519995694099748,0.198144767215933,1
"51","FoxO signaling pathway","04068",0.736423552234903,0.0125,0.0523594980726041,0.198144767215933,1
"52","Insulin resistance","04931",1,0.01,0.0560517018598809,0.199591384946013,1
"53","Toxoplasmosis","05145",0.312274478597633,0.033,0.0574519385095136,0.199591384946013,1
"54","Dilated cardiomyopathy","05414",0.227100327113925,0.0455,0.057580036295312,0.199591384946013,1
"55","Measles","05162",0.741723798762768,0.014,0.0578134153214898,0.199591384946013,1
"56","Thyroid hormone synthesis","04918",0.525622559466448,0.0205,0.0595926136981247,0.199591384946013,1
"57","Fc epsilon RI signaling pathway","04664",1,0.011,0.0606084600680214,0.199591384946013,1
"58","Prostate cancer","05215",0.584065256502026,0.019,0.0610465697459234,0.199591384946013,1
"59","cGMP-PKG signaling pathway","04022",0.22316794737287,0.0505,0.0618227517259216,0.199591384946013,1
"60","Prolactin signaling pathway","04917",1,0.0115,0.0628521948015487,0.199591384946013,1
"61","Longevity regulating pathway","04211",0.592398862016311,0.0195,0.0630832874699835,0.199591384946013,1
"62","Axon guidance","04360",0.829819483571981,0.0145,0.0652173628446811,0.203015339177798,1
"63","T cell receptor signaling pathway","04660",0.275264820809478,0.048,0.0703785104807578,0.208288486961676,1
"64","NF-kappa B signaling pathway","04064",1,0.0135,0.0716183855127597,0.208288486961676,1
"65","AGE-RAGE signaling pathway in diabetic complications","04933",0.631646501533767,0.022,0.0733183931834998,0.208288486961676,1
"66","RNA transport","03013",1,0.014,0.0737617712911363,0.208288486961676,1
"67","PPAR signaling pathway","03320",0.161927922295397,0.087,0.0741359866169748,0.208288486961676,1
"68","TGF-beta signaling pathway","04350",1,0.0145,0.0758872961285563,0.208288486961676,1
"69","Phosphatidylinositol signaling system","04070",0.253000565763286,0.0585,0.0771565418505288,0.208288486961676,1
"70","B cell receptor signaling pathway","04662",1,0.015,0.0779955761681989,0.208288486961676,1
"71","Cholinergic synapse","04725",0.308586505822781,0.05,0.0797925295591564,0.208288486961676,1
"72","Choline metabolism in cancer","05231",0.631646501533767,0.0245,0.0799844077264097,0.208288486961676,1
"73","Rap1 signaling pathway","04015",0.624078998532968,0.0255,0.0818068689269433,0.208288486961676,1
"74","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","05412",0.161927922295397,0.0995,0.0826247035319277,0.208288486961676,1
"75","Vasopressin-regulated water reabsorption","04962",1,0.0165,0.0842225158182474,0.208288486961676,1
"76","Herpes simplex infection","05168",1,0.0165,0.0842225158182474,0.208288486961676,1
"77","Chagas disease (American trypanosomiasis)","05142",0.642672354033324,0.026,0.0850809852298526,0.208288486961676,1
"78","Insulin signaling pathway","04910",0.752009164389837,0.0225,0.0859419021446065,0.208288486961676,1
"79","Non-small cell lung cancer","05223",1,0.017,0.0862672128937407,0.208288486961676,1
"80","Thyroid hormone signaling pathway","04919",0.689949594795821,0.025,0.0872789029848617,0.208288486961676,1
"81","HTLV-I infection","05166",0.473496357454232,0.0365,0.0874164116264029,0.208288486961676,1
"82","Signaling pathways regulating pluripotency of stem cells","04550",0.406014938628637,0.0435,0.0889504208457436,0.209358917356445,1
"83","Epstein-Barr virus infection","05169",0.870798952632323,0.021,0.0914627281591156,0.21267839198445,1
"84","Melanogenesis","04916",0.267842628720663,0.07,0.0933064884506103,0.213330964398596,1
"85","Ras signaling pathway","04014",0.666274859382635,0.029,0.0955763695469188,0.213330964398596,1
"86","Calcium signaling pathway","04020",0.273989766337059,0.072,0.0971716392340286,0.213330964398596,1
"87","Amphetamine addiction","05031",0.495969371991969,0.04,0.0976090921370838,0.213330964398596,1
"88","Adipocytokine signaling pathway","04920",1,0.02,0.0982404601085629,0.213330964398596,1
"89","Glucagon signaling pathway","04922",0.646274388672773,0.031,0.0983754188159328,0.213330964398596,1
"90","Chemokine signaling pathway","04062",0.841541117656639,0.0245,0.10064769733657,0.215833395399534,1
"91","Natural killer cell mediated cytotoxicity","04650",1,0.0215,0.104053600392743,0.220685108525268,1
"92","Small cell lung cancer","05222",0.571246946278452,0.041,0.111346765093424,0.233278383587187,1
"93","GABAergic synapse","04727",0.219733979069731,0.1085,0.112919795249465,0.233278383587187,1
"94","Alcoholism","05034",0.539956267564923,0.0445,0.113617451073552,0.233278383587187,1
"95","Dorso-ventral axis formation","04320",0.245461685324536,0.1025,0.117811043414973,0.236988575366279,1
"96","Cell cycle","04110",0.714121827484192,0.0355,0.11851552436822,0.236988575366279,1
"97","Salmonella infection","05132",0.579835296017014,0.044,0.119108247722949,0.236988575366279,1
"98","Dopaminergic synapse","04728",0.374140430944279,0.07,0.121583251280164,0.23944456629665,1
"99","Cardiac muscle contraction","04260",0.544423194978958,0.0505,0.126299333718786,0.242618359992015,1
"100","Melanoma","05218",1,0.0275,0.126323155043514,0.242618359992015,1
"101","Taste transduction","04742",0.566887699094009,0.049,0.12731896525474,0.242618359992015,1
"102","Adrenergic signaling in cardiomyocytes","04261",0.174642620831473,0.1605,0.128223174710806,0.242618359992015,1
"103","Retrograde endocannabinoid signaling","04723",0.267842628720663,0.1065,0.12998854780787,0.243570774047756,1
"104","Sphingolipid signaling pathway","04071",1,0.0295,0.133439267961273,0.245586959254824,1
"105","Inflammatory bowel disease (IBD)","05321",0.480460525654918,0.0615,0.133609485604956,0.245586959254824,1
"106","Legionellosis","05134",1,0.03,0.135196736919599,0.246160096466818,1
"107","Antigen processing and presentation","04612",1,0.0305,0.136945872158748,0.246372717578989,1
