"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","Cell cycle","04110",3.33894807556634e-06,5e-06,4.30990205448228e-10,8.36120998569562e-08,8.36120998569562e-08
"2","T cell receptor signaling pathway","04660",3.10286060742025e-05,5e-06,3.65930802611021e-09,2.65104040370168e-07,7.09905757065382e-07
"3","Thyroid hormone signaling pathway","04919",4.46608903039637e-05,5e-06,5.18568428079337e-09,2.65104040370168e-07,1.00602275047391e-06
"4","ErbB signaling pathway","04012",4.71874230248146e-05,5e-06,5.46606268804469e-09,2.65104040370168e-07,1.06041616148067e-06
"5","Non-small cell lung cancer","05223",0.000176920002207017,5e-06,1.93248705880034e-08,7.49804978814534e-07,3.74902489407267e-06
"6","FoxO signaling pathway","04068",0.000229552286074214,5e-06,2.47749496918865e-08,8.01056706704331e-07,4.80634024022599e-06
"7","HTLV-I infection","05166",0.000494558742776393,5e-06,5.14784149544944e-08,1.42668750016742e-06,9.98681250117191e-06
"8","Insulin signaling pathway","04910",2.58036127098781e-06,0.0015,7.88424405434827e-08,1.89421171788353e-06,1.52954334654357e-05
"9","Pancreatic cancer","05212",0.000922972419959829,5e-06,9.31924507147284e-08,1.89421171788353e-06,1.80793354386573e-05
"10","Fc epsilon RI signaling pathway","04664",0.000969373052606686,5e-06,9.76397792723469e-08,1.89421171788353e-06,1.89421171788353e-05
"11","Renal cell carcinoma","05211",0.00117754955843375,5e-06,1.17462878162161e-07,2.07161803304175e-06,2.27877983634593e-05
"12","HIF-1 signaling pathway","04066",0.00130630015510517,5e-06,1.29628273307707e-07,2.09565708514127e-06,2.51478850216952e-05
"13","Prostate cancer","05215",0.00195805489685211,5e-06,1.90341305892794e-07,2.65261103221331e-06,3.69262133432021e-05
"14","MAPK signaling pathway","04010",0.00196981518333831,5e-06,1.91425538407146e-07,2.65261103221331e-06,3.71365544509863e-05
"15","Longevity regulating pathway","04211",0.00284208721846795,5e-06,2.70982915590939e-07,3.50471237497614e-06,5.25706856246421e-05
"16","RNA transport","03013",0.00341220948872572,5e-06,3.22222924869695e-07,3.88883776365192e-06,6.25112474247208e-05
"17","Insulin resistance","04931",0.00363754021905321,5e-06,3.42338371899078e-07,3.88883776365192e-06,6.64136441484211e-05
"18","Proteoglycans in cancer","05205",0.003845263177025,5e-06,3.60819998689353e-07,3.88883776365192e-06,6.99990797457345e-05
"19","B cell receptor signaling pathway","04662",0.0043287920634296,5e-06,4.03628246542959e-07,3.91752655367963e-06,7.8303879829334e-05
"20","Ras signaling pathway","04014",0.0045323816636174,5e-06,4.2156997081616e-07,3.91752655367963e-06,8.17845743383351e-05
"21","Wnt signaling pathway","04310",0.00472303792532704,5e-06,4.3833040697427e-07,3.91752655367963e-06,8.50360989530084e-05
"22","GnRH signaling pathway","04912",0.00479054496458017,5e-06,4.44255588561608e-07,3.91752655367963e-06,8.61855841809519e-05
"23","Pathways in cancer","05200",0.0051890632734916,5e-06,4.79139285325701e-07,4.04143571100809e-06,9.2953021353186e-05
