"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","Amoebiasis","05146",0.0714091500910808,5e-06,5.65753341652388e-06,0.00109190394938911,0.00109190394938911
"2","Measles","05162",0.388396171580334,5e-06,2.74825286762871e-05,0.00182055144327666,0.00530412803452342
"3","Apelin signaling pathway","04371",0.402509973238369,5e-06,2.84093713666311e-05,0.00182055144327666,0.00548300867375981
"4","Apoptosis","04210",0.752009164389837,5e-06,5.07270767840003e-05,0.00182055144327666,0.00979032581931205
"5","Gap junction","04540",1,5e-06,6.60303632276509e-05,0.00182055144327666,0.0127438601029366
"6","GnRH signaling pathway","04912",1,5e-06,6.60303632276509e-05,0.00182055144327666,0.0127438601029366
"7","Oxytocin signaling pathway","04921",1,5e-06,6.60303632276509e-05,0.00182055144327666,0.0127438601029366
"8","AGE-RAGE signaling pathway in diabetic complications","04933",0.0172901599474969,5e-04,0.000109433919374608,0.00249406113282958,0.0211207464392993
"9","HIF-1 signaling pathway","04066",0.0184719908727958,5e-04,0.000116303368888426,0.00249406113282958,0.0224465501954662
"10","Aldosterone-regulated sodium reabsorption","04960",0.0526126861104093,5e-04,0.000303725157298951,0.00586189553586976,0.0586189553586976
"11","PI3K-Akt signaling pathway","04151",0.128023587505117,5e-04,0.000682138045163085,0.0119684220651341,0.131652642716475
"12","Fluid shear stress and atherosclerosis","05418",0.16972194380571,5e-04,0.00088038983607086,0.0141596031968063,0.169915238361676
"13","TGF-beta signaling pathway","04350",0.0099292577263489,0.0155,0.00150505071805429,0.0223442145064983,0.290474788584478
"14","Insulin resistance","04931",0.0223140609705669,0.0075,0.00162257651412012,0.0223683762303702,0.313157267225183
"15","Ras signaling pathway","04014",0.396841120003366,5e-04,0.00188997998962426,0.0243177425331655,0.364766137997483
"16","Hippo signaling pathway","04390",0.457342439390889,5e-04,0.00214567357583469,0.025882187508506,0.414115000136096
"17","Axon guidance","04360",0.524745777955458,5e-04,0.00242583251829082,0.0275403338841252,0.468185676030128
"18","FoxO signaling pathway","04068",0.1457785907048,0.002,0.00266491264393156,0.0280010704961211,0.514328140278792
"19","p53 signaling pathway","04115",0.151422452221906,0.002,0.00275658206956632,0.0280010704961211,0.532020339426301
"20","Epstein-Barr virus infection","05169",0.0520268721296342,0.0065,0.00304084904534677,0.0285545658470125,0.586883865751927
"21","Focal adhesion","04510",0.138584460942839,0.0025,0.00310697348594437,0.0285545658470125,0.599645882787263
"22","Fc gamma R-mediated phagocytosis","04666",0.230790457104763,0.002,0.00400691615186273,0.0340402306806178,0.773334817309506
"23","Adipocytokine signaling pathway","04920",0.501036238459175,0.001,0.00430832650417495,0.0340402306806178,0.831507015305765
"24","Phosphatidylinositol signaling system","04070",0.253000565763286,0.002,0.00434602937479481,0.0340402306806178,0.838783669335399
