"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","Endocytosis","04144",3.15312026201856e-07,0.0015,1.06285346102809e-08,2.06193571439449e-06,2.06193571439449e-06
"2","p53 signaling pathway","04115",1.71315733338484e-06,0.001,3.62931143751908e-08,3.52043209439351e-06,7.04086418878702e-06
"3","Proximal tubule bicarbonate reclamation","04964",1.08032862277475e-05,5e-04,1.08230360660362e-07,4.85022400265202e-06,2.09966899681102e-05
"4","Endocrine and other factor-regulated calcium reabsorption","04961",0.00118685174542602,5e-06,1.18344095398109e-07,4.85022400265202e-06,2.29587545072332e-05
"5","Osteoclast differentiation","04380",0.00125729568252359,5e-06,1.25005773264227e-07,4.85022400265202e-06,2.42511200132601e-05
"6","Tight junction","04530",0.00244079804135419,5e-06,2.34579032816055e-07,6.84150167643838e-06,4.55083323663147e-05
"7","ErbB signaling pathway","04012",0.00257577704542582,5e-06,2.46858307912725e-07,6.84150167643838e-06,4.78905117350687e-05
"8","Cell cycle","04110",3.47909280583745e-05,0.001,6.32287166546963e-07,1.46294300829718e-05,0.000122663710310111
"9","Phospholipase D signaling pathway","04072",0.00766581585344693,5e-06,6.92876949868205e-07,1.46294300829718e-05,0.000134418128274432
"10","Staphylococcus aureus infection","05150",2.09617135263235e-05,0.002,7.54094334173804e-07,1.46294300829718e-05,0.000146294300829718
"11","Protein processing in endoplasmic reticulum","04141",1.07952083565987e-05,0.0045,8.66643508265322e-07,1.52844400548611e-05,0.000168128840603472
"12","Apoptosis","04210",0.0173201507603536,5e-06,1.49489851574679e-06,2.25459622335353e-05,0.000290010312054877
"13","Gastric acid secretion","04971",0.0175159316009241,5e-06,1.51081190224721e-06,2.25459622335353e-05,0.000293097509035959
"14","Fc gamma R-mediated phagocytosis","04666",0.000103538148658037,0.0015,2.59019221483688e-06,3.58926635484539e-05,0.000502497289678354
"15","HIF-1 signaling pathway","04066",0.000375080490733011,5e-04,3.09240218667509e-06,3.99950682809978e-05,0.000599926024214967
"16","Tuberculosis","05152",4.5046292420184e-05,0.0045,3.32674707191654e-06,4.03368082469881e-05,0.000645388931951809
