"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","AGE-RAGE signaling pathway in diabetic complications","04933",0.000548600082831531,5e-06,5.68190961381427e-08,1.09660855546615e-05,1.09660855546615e-05
"2","Central carbon metabolism in cancer","05230",0.00149368233850514,5e-06,1.47221688991046e-07,1.4206892987636e-05,2.8413785975272e-05
"3","Focal adhesion","04510",0.00402293459992725,5e-06,3.76583212596806e-07,1.84311898530239e-05,7.26805600311836e-05
"4","Melanoma","05218",0.00411841879529249,5e-06,3.85038357957368e-07,1.84311898530239e-05,7.43124030857721e-05
"5","Pathways in cancer","05200",0.00517020344936644,5e-06,4.77491965104246e-07,1.84311898530239e-05,9.21559492651196e-05
"6","Endometrial cancer","05213",0.00956300128372635,5e-06,8.53781230879698e-07,2.18010520094462e-05,0.000164779777559782
"7","Jak-STAT signaling pathway","04630",0.00979696520627504,5e-06,8.73485429226712e-07,2.18010520094462e-05,0.000168582687840755
"8","Proteoglycans in cancer","05205",0.0101997073401928,5e-06,9.07338879496068e-07,2.18010520094462e-05,0.000175116403742741
"9","HIF-1 signaling pathway","04066",0.0115062289082413,5e-06,1.01662936831614e-06,2.18010520094462e-05,0.000196209468085016
"10","PI3K-Akt signaling pathway","04151",0.0175360467606856,5e-06,1.51244627337064e-06,2.62806376603826e-05,0.000291902130760533
"11","Prostate cancer","05215",0.0196873283025608,5e-06,1.68659891882801e-06,2.62806376603826e-05,0.000325513591333806
"12","Prolactin signaling pathway","04917",0.020220005253063,5e-06,1.72953386543353e-06,2.62806376603826e-05,0.000333800036028671
"13","Colorectal cancer","05210",0.0207253190191872,5e-06,1.77019839163199e-06,2.62806376603826e-05,0.000341648289584973
"14","Pancreatic cancer","05212",0.0234144875916823,5e-06,1.98560391904325e-06,2.70890801861651e-05,0.000383221556375348
"15","Endocytosis","04144",0.025335657007652,5e-06,2.13853405627241e-06,2.70890801861651e-05,0.000412737072860575
"16","Amoebiasis","05146",0.0269127581973339,5e-06,2.26352813713135e-06,2.70890801861651e-05,0.000436860930466351
"17","ErbB signaling pathway","04012",0.0291945509357123,5e-06,2.4435614108078e-06,2.70890801861651e-05,0.000471607352285906
"18","MAPK signaling pathway","04010",0.0314267154041796,5e-06,2.61881484201491e-06,2.70890801861651e-05,0.000505431264508877
"19","Hepatitis B","05161",0.0320396986378041,5e-06,2.66680064008879e-06,2.70890801861651e-05,0.000514692523537136
"20","Regulation of actin cytoskeleton","04810",0.037334021996541,5e-06,3.07892240099022e-06,2.90340582385667e-05,0.000594232023391112
"21","Hepatitis C","05160",0.0383704943330894,5e-06,3.15914623321192e-06,2.90340582385667e-05,0.0006097152230099
"22","T cell receptor signaling pathway","04660",0.0431839403650807,5e-06,3.52993285441904e-06,3.0967138222858e-05,0.000681277040902875
"23","TNF signaling pathway","04668",0.0513129441206042,5e-06,4.15016138528887e-06,3.4026861149485e-05,0.000800981147360751
"24","Bacterial invasion of epithelial cells","05100",0.0538902013234517,5e-06,4.34540384932676e-06,3.4026861149485e-05,0.000838662942920065
"25","Acute myeloid leukemia","05221",0.0547132649393568,5e-06,4.40762450122862e-06,3.4026861149485e-05,0.000850671528737124
"26","Fluid shear stress and atherosclerosis","05418",0.0570914826477263,5e-06,4.58706455304392e-06,3.40501330283644e-05,0.000885303458737476
"27","Gap junction","04540",0.0637640732159397,5e-06,5.08793881200604e-06,3.63693403969321e-05,0.000981972190717166
"28","Ras signaling pathway","04014",0.0693783890343936,5e-06,5.50665032881004e-06,3.69737734101494e-05,0.00106278351346034
"29","Thyroid cancer","05216",0.0700373798607461,5e-06,5.55564470929706e-06,3.69737734101494e-05,0.00107223942889433
"30","Neurotrophin signaling pathway","04722",0.0772816855787816,5e-06,6.09225860215201e-06,3.91935303405112e-05,0.00117580591021534
"31","Herpes simplex infection","05168",0.0924746127484213,5e-06,7.20695982870962e-06,4.48691369980954e-05,0.00139094324694096
"32","Sphingolipid signaling pathway","04071",0.101566767234943,5e-06,7.86792626612716e-06,4.64086180220632e-05,0.00151850976936254
"33","GnRH signaling pathway","04912",0.102494755274867,5e-06,7.9351523042906e-06,4.64086180220632e-05,0.00153148439472809
"34","Apoptosis","04210",0.112769446731866,5e-06,8.67675327906901e-06,4.80863259973242e-05,0.00167461338286032
"35","Long-term depression","04730",0.116445908728016,5e-06,8.940950382336e-06,4.80863259973242e-05,0.00172560342379085
