"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","p53 signaling pathway","04115",3.10910566173758e-05,5e-06,3.66636046227793e-09,7.07607569219641e-07,7.07607569219641e-07
"2","Adherens junction","04520",0.00019463459565772,5e-06,2.11669592281379e-08,2.04261156551531e-06,4.08522313103062e-06
"3","Tight junction","04530",4.27978337078945e-07,0.2575,1.87578161861004e-06,0.000120675284130579,0.000362025852391737
"4","Herpes simplex infection","05168",0.170315687249583,5e-06,1.27533870281012e-05,0.000594765391234875,0.00246140369642354
"5","AMPK signaling pathway","04152",0.208596570776572,5e-06,1.54084298247377e-05,0.000594765391234875,0.00297382695617438
"6","Protein processing in endoplasmic reticulum","04141",0.339175660931459,5e-06,2.42295386835777e-05,0.000669854507621663,0.00467630096593049
"7","Pathways in cancer","05200",5.31507376358433e-05,0.032,2.42952412090759e-05,0.000669854507621663,0.00468898155335164
"8","Parkinson's disease","05012",0.907315406739649,5e-06,6.03516166788241e-05,0.00138159890643249,0.0116478620190131
"9","Axon guidance","04360",0.000231846459443528,0.021,6.44268920098051e-05,0.00138159890643249,0.0124343901578924
"10","Focal adhesion","04510",0.000110108409412847,0.063,8.93371118524016e-05,0.00172420625875135,0.0172420625875135
"11","Proteoglycans in cancer","05205",0.000738109436610752,0.0105,9.89523416849036e-05,0.00173616381319876,0.0190978019451864
"12","Small cell lung cancer","05222",0.000154312279023085,0.095,0.000177827774141591,0.00286006336744392,0.0343207604093271
"13","Regulation of actin cytoskeleton","04810",0.00555426921069101,0.003,0.000199992539422715,0.00296912000835262,0.038598560108584
"14","PI3K-Akt signaling pathway","04151",0.000533576839511514,0.081,0.00047754396190387,0.00616864813253268,0.0921659846474469
"15","Central carbon metabolism in cancer","05230",0.00510674193314332,0.0085,0.000479428611336737,0.00616864813253268,0.0925297219879902
"16","Measles","05162",0.0999308801049865,5e-04,0.000544832101670205,0.00647917189809419,0.105152595622349
"17","Influenza A","05164",0.105168998701169,5e-04,0.000570704260453893,0.00647917189809419,0.110145922267601
"18","Malaria","05144",0.000319962566782228,0.2915,0.000958808262096683,0.0102805552547033,0.18504999458466
"19","Rap1 signaling pathway","04015",0.0256572442055936,0.004,0.00104521354988407,0.0104091451975373,0.201726215127626
"20","Apoptosis","04210",0.0442627144414405,0.0025,0.00111863798943028,0.0104091451975373,0.215897131960044
"21","ECM-receptor interaction","04512",0.000337924240314982,0.332,0.00113260129092374,0.0104091451975373,0.218592049148283
"22","Pancreatic cancer","05212",0.00444715179033027,0.028,0.00124408707424978,0.0109140366059185,0.240108805330208
"23","Renal cell carcinoma","05211",0.00510674193314332,0.028,0.00140883184832663,0.0118219368142192,0.27190454672704
"24","Osteoclast differentiation","04380",0.0135657738011684,0.015,0.00193310452784225,0.0151463651101154,0.373089173873555
"25","Adipocytokine signaling pathway","04920",0.0459744981499937,0.0045,0.00196196439250199,0.0151463651101154,0.378659127752884
"26","Legionellosis","05134",0.230010796202992,0.001,0.00215689963147438,0.0160108318797906,0.416281628874555
"27","FoxO signaling pathway","04068",0.0158754242358209,0.0155,0.00229087806078367,0.016375535767824,0.442139465731249
"28","Longevity regulating pathway","04211",0.182950267633074,0.0015,0.00252494176705717,0.0174040628943583,0.487313761042033
"29","Jak-STAT signaling pathway","04630",0.0139870370077691,0.0215,0.00273936851289279,0.0182309697582175,0.528698122988309
"30","Cell cycle","04110",0.0164846270422595,0.023,0.00336590576000156,0.0216539937226767,0.649619811680302
"31","Bacterial invasion of epithelial cells","05100",0.00114187841468528,0.433,0.00425810858994926,0.0257836093499831,0.821814957860207
"32","Endocytosis","04144",0.00417355771999915,0.119,0.0042750025865257,0.0257836093499831,0.825075499199459
"33","Chronic myeloid leukemia","05220",0.107793786873254,0.005,0.00459516970353694,0.0268747803873524,0.886867752782629
"34","Hepatitis C","05160",0.027837914692674,0.021,0.00493667482370683,0.0280228894404535,0.952778240975418
"35","Prolactin signaling pathway","04917",0.302193582309774,0.002,0.00508367907691878,0.0280328589098664,0.981150061845324
"36","Fluid shear stress and atherosclerosis","05418",0.0176873564062403,0.0465,0.00666458140367198,0.0347977425496906,1
"37","Cytosolic DNA-sensing pathway","04623",0.844886596634533,0.001,0.00682356450181464,0.0347977425496906,1
"38","AGE-RAGE signaling pathway in diabetic complications","04933",0.0335483589862807,0.026,0.00701680963468487,0.0347977425496906,1
"39","Colorectal cancer","05210",0.0911623992613264,0.01,0.00729324987735343,0.0347977425496906,1
"40","Non-alcoholic fatty liver disease (NAFLD)","04932",0.0498527987863752,0.0185,0.00736776038547266,0.0347977425496906,1
"41","HIF-1 signaling pathway","04066",0.00412643761550424,0.225,0.0074108716282329,0.0347977425496906,1
"42","Insulin signaling pathway","04910",0.0442627144414405,0.0215,0.00757256573620209,0.0347977425496906,1
"43","Endometrial cancer","05213",0.0132261404062188,0.0855,0.00880332318787906,0.0395125901223409,1
"44","Progesterone-mediated oocyte maturation","04914",0.254172880871118,0.0055,0.0105863291800419,0.046435489357911,1
