"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","Thyroid hormone signaling pathway","04919",2.27779902786898e-10,5e-06,4.03269670923477e-14,7.82343161591545e-12,7.82343161591545e-12
"2","Proteoglycans in cancer","05205",2.03109343031981e-09,5e-06,3.37372379572027e-13,3.27251208184866e-11,6.54502416369732e-11
"3","Insulin resistance","04931",9.42801042130741e-09,5e-06,1.49366335193073e-12,9.65902300915204e-11,2.89770690274561e-10
"4","Sphingolipid signaling pathway","04071",4.72676066534897e-07,5e-06,6.5633265474498e-11,2.79326906608458e-09,1.27328535020526e-08
"5","FoxO signaling pathway","04068",5.20263507353656e-07,5e-06,7.19914707753757e-11,2.79326906608458e-09,1.39663453304229e-08
"6","MAPK signaling pathway","04010",8.75193978499144e-07,5e-06,1.18828993899892e-10,3.84213746942985e-09,2.30528248165791e-08
"7","Focal adhesion","04510",2.1751664508618e-06,5e-06,2.85430540468571e-10,7.91050355012897e-09,5.53735248509028e-08
"8","Neurotrophin signaling pathway","04722",1.40767544829626e-08,0.001,3.65805528248671e-10,8.39268664912822e-09,7.09662724802422e-08
"9","Axon guidance","04360",3.00406767352693e-06,5e-06,3.8935144248533e-10,8.39268664912822e-09,7.5534179842154e-08
"10","Prostate cancer","05215",3.53273332564907e-06,5e-06,4.55007420444622e-10,8.82714395662567e-09,8.82714395662567e-08
"11","Insulin signaling pathway","04910",6.34378443427907e-06,5e-06,7.98495562845358e-10,1.40825581083636e-08,1.54908139191999e-07
"12","Regulation of actin cytoskeleton","04810",8.99854159621982e-06,5e-06,1.11692240991287e-09,1.80569122935913e-08,2.16682947523096e-07
"13","AGE-RAGE signaling pathway in diabetic complications","04933",1.0587886027509e-05,5e-06,1.30558548598893e-09,1.94833526370655e-08,2.53283584281852e-07
"14","Pathways in cancer","05200",1.47313391083821e-05,5e-06,1.7921857001135e-09,2.48345732730014e-08,3.47684025822019e-07
"15","p53 signaling pathway","04115",1.9194816928807e-05,5e-06,2.30980281621021e-09,2.75332652899958e-08,4.4810174634478e-07
"16","Endocytosis","04144",1.97933886730052e-05,5e-06,2.37879273041465e-09,2.75332652899958e-08,4.61485789700442e-07
"17","Chronic myeloid leukemia","05220",2.00879419085718e-05,5e-06,2.41270881407179e-09,2.75332652899958e-08,4.68065509929928e-07
"18","AMPK signaling pathway","04152",2.33981802246517e-05,5e-06,2.79244703901677e-09,3.00963736427363e-08,5.41734725569254e-07
"19","Colorectal cancer","05210",2.56217899898585e-05,5e-06,3.04619255260101e-09,3.11032292212945e-08,5.90961355204596e-07
"20","Pancreatic cancer","05212",2.88798743645619e-05,5e-06,3.41626362012673e-09,3.15597686811708e-08,6.62755142304586e-07
"21","Glioma","05214",2.88798743645619e-05,5e-06,3.41626362012673e-09,3.15597686811708e-08,6.62755142304586e-07
"22","Long-term potentiation","04720",5.20772122801475e-05,5e-06,6.00680848577351e-09,5.2788140650801e-08,1.16532084624006e-06
"23","B cell receptor signaling pathway","04662",5.533452590021e-05,5e-06,6.36573536261969e-09,5.2788140650801e-08,1.23495266034822e-06
"24","T cell receptor signaling pathway","04660",5.86656191452249e-05,5e-06,6.7318004084759e-09,5.2788140650801e-08,1.30596927924432e-06
"25","HIF-1 signaling pathway","04066",5.93108454392528e-05,5e-06,6.80259544469085e-09,5.2788140650801e-08,1.31970351627002e-06
"26","Non-small cell lung cancer","05223",7.2594134377175e-05,5e-06,8.25275494103747e-09,6.15782484062027e-08,1.60103445856127e-06
"27","PI3K-Akt signaling pathway","04151",9.46859624872635e-05,5e-06,1.06384495745619e-08,7.64392302764819e-08,2.06385921746501e-06
"28","HTLV-I infection","05166",0.000102789092123793,5e-06,1.15066755604539e-08,7.9724823526002e-08,2.23229505872806e-06
