"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","Focal adhesion","04510",2.94415068416788e-10,5e-04,4.49673868550775e-12,8.72367304988503e-10,8.72367304988503e-10
"2","Proteoglycans in cancer","05205",1.21816145880463e-07,5e-06,1.77405881666333e-11,1.29014800500828e-09,3.44167410432687e-09
"3","PI3K-Akt signaling pathway","04151",1.37566512584046e-07,5e-06,1.99507423454888e-11,1.29014800500828e-09,3.87044401502483e-09
"4","AGE-RAGE signaling pathway in diabetic complications","04933",6.36854379660829e-07,5e-06,8.74808569082045e-11,4.24282156004792e-09,1.69712862401917e-08
"5","ECM-receptor interaction","04512",7.03784212336962e-09,0.001,1.87767653802317e-10,7.28538496752989e-09,3.64269248376494e-08
"6","Pathways in cancer","05200",2.54570013168058e-05,5e-06,3.02742199991097e-09,9.78866446637881e-08,5.87319867982729e-07
"7","Regulation of actin cytoskeleton","04810",7.62631825970094e-05,5e-06,8.65106394317973e-09,2.39758057853838e-07,1.67830640497687e-06
"8","TNF signaling pathway","04668",0.000273640839596671,5e-06,2.92929327607286e-08,7.10353619447668e-07,5.68282895558135e-06
"9","Platelet activation","04611",0.000360191104996258,5e-06,3.80631022094649e-08,8.2047131429291e-07,7.38424182863619e-06
"10","Cytokine-cytokine receptor interaction","04060",0.000611510920507853,5e-06,6.30029011881655e-08,1.1691595451774e-06,1.22225628305041e-05
"11","HIF-1 signaling pathway","04066",0.000645115362424724,5e-06,6.62925515306771e-08,1.1691595451774e-06,1.28607549969514e-05
"12","Chemokine signaling pathway","04062",0.00117698755068417,5e-06,1.17409626154858e-07,1.89812228950354e-06,2.27774674740425e-05
"13","Insulin resistance","04931",0.00144541148937126,5e-06,1.42701384933188e-07,2.12954374438757e-06,2.76840686770384e-05
"14","Apelin signaling pathway","04371",0.0021414113445927,5e-06,2.07206846287624e-07,2.87129486998564e-06,4.0198128179799e-05
"15","Central carbon metabolism in cancer","05230",0.00245944913625252,5e-06,2.36277932315655e-07,3.05586125794914e-06,4.58379188692372e-05
"16","Amoebiasis","05146",1.24305553220379e-05,0.0015,3.50497714619522e-07,4.2497847897617e-06,6.79965566361872e-05
"17","Sphingolipid signaling pathway","04071",0.00512832424380199,5e-06,4.7383277435121e-07,5.40726813083146e-06,9.19235582241348e-05
"18","Fluid shear stress and atherosclerosis","05418",0.00642810145123863,5e-06,5.86665458049644e-07,6.16245043623842e-06,0.000113813098861631
"19","Rap1 signaling pathway","04015",0.00662387161554673,5e-06,6.03538960250154e-07,6.16245043623842e-06,0.00011708655828853
"20","Thyroid hormone signaling pathway","04919",0.0086431232854507,5e-06,7.76025586338276e-07,7.52744818748127e-06,0.000150548963749626
"21","Small cell lung cancer","05222",0.000113813540086953,5e-04,1.00621705847462e-06,9.29552901638454e-06,0.000195206109344075
"22","cAMP signaling pathway","04024",0.0145952795950616,5e-06,1.27220701557509e-06,1.12185527737076e-05,0.000246808161021567
"23","PPAR signaling pathway","03320",0.0159984756824962,5e-06,1.38717458963399e-06,1.17005161038693e-05,0.000269111870388994
"24","Phospholipase D signaling pathway","04072",0.0169291403396064,5e-06,1.46308330581404e-06,1.18265900553301e-05,0.000283838161327923
"25","Gap junction","04540",0.0194047547069766,5e-06,1.66379372658814e-06,1.2911039318324e-05,0.0003227759829581
"26","MAPK signaling pathway","04010",0.0252980427457603,5e-06,2.13554704043627e-06,1.59344663786398e-05,0.000414296125844636
"27","Hippo signaling pathway","04390",0.0303515486097836,5e-06,2.53450308966999e-06,1.82108740517029e-05,0.000491693599395979
"28","Circadian entrainment","04713",0.0404075826657033,5e-06,3.31641405451893e-06,2.29780116634526e-05,0.000643384326576672
"29","Axon guidance","04360",0.0420600689392422,5e-06,3.44361117722736e-06,2.30365713235209e-05,0.000668060568382107
"30","Chemical carcinogenesis","05204",0.0443854310481798,5e-06,3.6220546004986e-06,2.34226197498909e-05,0.000702678592496728
"31","cGMP-PKG signaling pathway","04022",0.0537064114675719,5e-06,4.33150144573431e-06,2.6418769054451e-05,0.000840311280472456
"32","Signaling pathways regulating pluripotency of stem cells","04550",0.0540532552403235,5e-06,4.35773510176511e-06,2.6418769054451e-05,0.000845400609742431
"33","FoxO signaling pathway","04068",0.0575598727807702,5e-06,4.6223462319847e-06,2.71737930001525e-05,0.000896735169005031
"34","Glioma","05214",0.0667331711928621,5e-06,5.30966673310998e-06,2.98955657611125e-05,0.00103007534622334
"35","Glucagon signaling pathway","04922",0.0691763692003795,5e-06,5.49162438664081e-06,2.98955657611125e-05,0.00106537513100832
"36","GABAergic synapse","04727",0.0727190447758105,5e-06,5.75470327559354e-06,2.98955657611125e-05,0.00111641243546515
"37","Renin secretion","04924",0.0730867505421851,5e-06,5.78195891506661e-06,2.98955657611125e-05,0.00112170002952292
"38","Ras signaling pathway","04014",0.0740840048483435,5e-06,5.85583246867151e-06,2.98955657611125e-05,0.00113603149892227
"39","Insulin signaling pathway","04910",0.0830409776432071,5e-06,6.516430515604e-06,3.24150646160815e-05,0.00126418752002718
"40","Th17 cell differentiation","04659",0.0906019044556305,5e-06,7.07027938666839e-06,3.39438399164114e-05,0.00137163420101367
"41","Colorectal cancer","05210",0.0920186407977736,5e-06,7.17369812666427e-06,3.39438399164114e-05,0.00139169743657287
"42","Endocytosis","04144",0.101715943628481,5e-06,7.87873586918851e-06,3.61001827622634e-05,0.00152847475862257
"43","Retrograde endocannabinoid signaling","04723",0.103412388521358,5e-06,8.00158690091406e-06,3.61001827622634e-05,0.00155230785877733
"44","Hedgehog signaling pathway","04340",0.112651875222158,5e-06,8.66829459447679e-06,3.62676911469437e-05,0.0016816491513285
"45","Neurotrophin signaling pathway","04722",0.1143490266819,5e-06,8.79033701417454e-06,3.62676911469437e-05,0.00170532538074986
"46","Acute myeloid leukemia","05221",0.116077543506849,5e-06,8.91450547177909e-06,3.62676911469437e-05,0.00172941406152514
"47","NF-kappa B signaling pathway","04064",0.118178739117704,5e-06,9.06527227440431e-06,3.62676911469437e-05,0.00175866282123444
"48","Chronic myeloid leukemia","05220",0.119034959222979,5e-06,9.12665476165342e-06,3.62676911469437e-05,0.00177057102376076
"49","NOD-like receptor signaling pathway","04621",0.119505799726375,5e-06,9.16039621752701e-06,3.62676911469437e-05,0.00177711686620024
"50","Toll-like receptor signaling pathway","04620",0.124357332774296,5e-06,9.50753393353768e-06,3.68892316621262e-05,0.00184446158310631
"51","Toxoplasmosis","05145",0.129860329092021,5e-06,9.90014141912502e-06,3.76593614766717e-05,0.00192062743531025
"52","Leishmaniasis","05140",0.137295514555747,5e-06,1.04287560436018e-05,3.89072821626684e-05,0.00202317867245876
"53","Gastric acid secretion","04971",0.156959806000792,5e-06,1.18173767855933e-05,4.32560584227376e-05,0.0022925710964051
"54","Wnt signaling pathway","04310",0.164710474507111,5e-06,1.2361223555581e-05,4.44088401811614e-05,0.00239807736978272
"55","ErbB signaling pathway","04012",0.185026148377362,5e-06,1.37782781414938e-05,4.83834102314007e-05,0.0026729859594498
"56","Cholinergic synapse","04725",0.191053581173089,5e-06,1.41964980983042e-05,4.83834102314007e-05,0.00275412063107102
"57","Calcium signaling pathway","04020",0.196937592118592,5e-06,1.46038490836338e-05,4.83834102314007e-05,0.00283314672222495
"58","Jak-STAT signaling pathway","04630",0.198475817508694,5e-06,1.47101946482557e-05,4.83834102314007e-05,0.00285377776176161
"59","Osteoclast differentiation","04380",0.198538721913232,5e-06,1.47145422868693e-05,4.83834102314007e-05,0.00285462120365264
"60","Non-alcoholic fatty liver disease (NAFLD)","04932",0.212612753929607,5e-06,1.56848207448165e-05,5.07142537415734e-05,0.0030428552244944
"61","Aldosterone synthesis and secretion","04925",0.235666651809698,5e-06,1.726424323579e-05,5.49059538974304e-05,0.00334926318774326
"62","Adrenergic signaling in cardiomyocytes","04261",0.246270894445175,5e-06,1.79868821428509e-05,5.53881767573503e-05,0.00348945513571307
"63","Breast cancer","05224",0.246270894445175,5e-06,1.79868821428509e-05,5.53881767573503e-05,0.00348945513571307
"64","Glutamatergic synapse","04724",0.303542637884544,5e-06,2.18524986735749e-05,6.62403866042738e-05,0.00423938474267352
"65","Phosphatidylinositol signaling system","04070",0.313895663544949,5e-06,2.25451907780998e-05,6.72887232454055e-05,0.00437376701095135
"66","Melanogenesis","04916",0.365598790480462,5e-06,2.59799827166433e-05,7.54771275414292e-05,0.00504011664702881
"67","GnRH signaling pathway","04912",0.36691381008554,5e-06,2.60668430168853e-05,7.54771275414292e-05,0.00505696754527576
"68","Measles","05162",0.431153434552079,5e-06,3.02828459618534e-05,8.56982893090871e-05,0.00587487211659956
"69","Oxytocin signaling pathway","04921",0.43418127170963,5e-06,3.04803193934382e-05,8.56982893090871e-05,0.00591318196232701
"70","Estrogen signaling pathway","04915",0.449913436329836,5e-06,3.15046771062843e-05,8.63624045518014e-05,0.00611190735861916
"71","Adipocytokine signaling pathway","04920",0.0045148510549187,5e-04,3.16068593978242e-05,8.63624045518014e-05,0.0061317307231779
"72","Th1 and Th2 cell differentiation","04658",0.498645825266213,5e-06,3.46607014001202e-05,9.33913343281016e-05,0.00672417607162332
"73","Legionellosis","05134",0.000108191317165494,0.025,3.7381422440652e-05,9.93424103217326e-05,0.00725199595348648
"74","Apoptosis","04210",0.589409898849499,5e-06,4.04768585464622e-05,0.000105436586473528,0.00785251055801367
"75","Longevity regulating pathway","04211",0.593882605581627,5e-06,4.07615669356422e-05,0.000105436586473528,0.00790774398551458
"76","Dopaminergic synapse","04728",0.610575079065014,5e-06,4.182264257699e-05,0.000106757798157054,0.00811359265993607
"77","Morphine addiction","05032",0.621192620921506,5e-06,4.24963671179995e-05,0.000106833282451877,0.00824429522089191
"78","Amyotrophic lateral sclerosis (ALS)","05014",0.628406349967693,5e-06,4.29535877899298e-05,0.000106833282451877,0.00833299603124637
"79","Renal cell carcinoma","05211",0.00650271526137471,5e-04,4.43369364746519e-05,0.00010887804653269,0.00860136567608247
"80","RNA transport","03013",0.718100180987521,5e-06,4.86053964858774e-05,0.000117868086478253,0.00942944691826022
"81","RIG-I-like receptor signaling pathway","04622",0.753760758363914,5e-06,5.08364630894515e-05,0.000121756467152513,0.00986227383935359
"82","Hepatitis C","05160",0.819172444250591,5e-06,5.49072174327317e-05,0.000129902441243292,0.01065200018195
"83","Serotonergic synapse","04726",0.84794830850762,5e-06,5.66896191326595e-05,0.000132503447129349,0.0109977861117359
"84","Amphetamine addiction","05031",0.934817234026896,5e-06,6.20413747422639e-05,0.000143286032142847,0.0120360266999992
"85","Alcoholism","05034",0.997133193991552,5e-06,6.58553804495479e-05,0.000150305221261321,0.0127759438072123
"86","Fc gamma R-mediated phagocytosis","04666",0.0126039565207387,5e-04,8.17659431048285e-05,0.000184448755376009,0.0158625929623367
"87","IL-17 signaling pathway","04657",0.00131446669422487,0.005,8.49976333752681e-05,0.000189534952583931,0.016489540874802
"88","Choline metabolism in cancer","05231",0.0137262782217133,5e-04,8.84613720692457e-05,0.00019501711569811,0.0171615061814337
"89","Complement and coagulation cascades","04610",0.00111935812517781,0.007,9.99563466415275e-05,0.000217882373578161,0.0193915312484563
"90","Vascular smooth muscle contraction","04270",0.00333042711404397,0.0025,0.000105708749631935,0.000227861082539948,0.0205074974285953
"91","Tuberculosis","05152",0.0197311721662873,5e-04,0.000123580849813555,0.000263458075426701,0.0239746848638298
"92","Rheumatoid arthritis","05323",0.000320012436395719,0.032,0.000127894071820164,0.000269689673185998,0.0248114499331118
"93","Shigellosis","05131",0.0158531202603809,0.001,0.000191064091638418,0.000398563804062937,0.0370664337778532
"94","Melanoma","05218",0.0045148510549187,0.004,0.000215301399830214,0.000444345442202782,0.0417684715670615
"95","Long-term depression","04730",0.0449454147147278,5e-04,0.000263002790805374,0.000537079383328869,0.0510225414162426
"96","Dilated cardiomyopathy","05414",0.0050899094342906,0.0045,0.000267621223562872,0.000540817889283304,0.0519185173711971
"97","TGF-beta signaling pathway","04350",0.052785726899993,5e-04,0.000304637433341577,0.000609274866683155,0.059099662068266
"98","Pancreatic cancer","05212",0.0667331711928621,5e-04,0.000377307868114094,0.000746915575654431,0.0731977264141342
"99","mTOR signaling pathway","04150",0.068664224110973,5e-04,0.000387246635120775,0.000758846941549802,0.0751258472134304
"100","Progesterone-mediated oocyte maturation","04914",0.073635577766621,5e-04,0.000412710088256573,0.000800657571217752,0.0800657571217752
"101","HTLV-I infection","05166",0.0866497403513304,5e-04,0.000478600470479541,0.000912767660575609,0.092848491273031
"102","Long-term potentiation","04720",0.0869102207426779,5e-04,0.000479908769993361,0.000912767660575609,0.0931023013787121
