"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","Non-alcoholic fatty liver disease (NAFLD)","04932",1.20909091976058e-09,5e-06,2.03970432326882e-13,3.95702638714151e-11,3.95702638714151e-11
"2","Focal adhesion","04510",6.43437198745716e-08,5e-06,9.57598600758812e-12,9.28870642736048e-10,1.8577412854721e-09
"3","Alzheimer's disease","05010",5.07822026464947e-11,0.0105,1.56017389024373e-11,1.00891244902428e-09,3.02673734707283e-09
"4","MAPK signaling pathway","04010",7.09977504479866e-07,5e-06,9.71394955996519e-11,4.71126553658312e-09,1.88450621463325e-08
"5","Axon guidance","04360",6.98467755674905e-06,5e-06,8.75803982324574e-10,3.26738521485137e-08,1.69905972570967e-07
"6","Endocytosis","04144",7.37030666276031e-09,0.0055,1.01053150974785e-09,3.26738521485137e-08,1.96043112891082e-07
"7","Parkinson's disease","05012",4.01658505106424e-08,0.029,2.51257693195463e-08,6.9634274971314e-07,4.87439924799198e-06
"8","Pathways in cancer","05200",2.75724092183859e-06,5e-04,2.95054867080361e-08,7.15508052669875e-07,5.724064421359e-06
"9","Hippo signaling pathway","04390",0.000487310706651247,5e-06,5.07599431861031e-08,1.09415877534489e-06,9.847428978104e-06
"10","AGE-RAGE signaling pathway in diabetic complications","04933",0.000720390541485049,5e-06,7.36303598258907e-08,1.42842898062228e-06,1.42842898062228e-05
"11","Neurotrophin signaling pathway","04722",0.000941701706207716,5e-06,9.49889550126745e-08,1.67525975204171e-06,1.84278572724589e-05
"12","Choline metabolism in cancer","05231",0.00147011665813427,5e-06,1.45015880773768e-07,2.34442340584258e-06,2.81330808701109e-05
"13","Fluid shear stress and atherosclerosis","05418",0.00190371123410845,5e-06,1.85326504353816e-07,2.76564168035695e-06,3.59533418446404e-05
"14","Wnt signaling pathway","04310",0.00226482889979978,5e-06,2.1851441460495e-07,3.02798545952574e-06,4.23917964333604e-05
"15","Proteoglycans in cancer","05205",3.54879750488915e-06,0.0045,3.02664902781172e-07,3.91446607596982e-06,5.87169911395473e-05
"16","cGMP-PKG signaling pathway","04022",0.00392704897111618,5e-06,3.68081115637869e-07,4.46298352710917e-06,7.14077364337467e-05
"17","Regulation of lipolysis in adipocytes","04923",0.00946262097123294,5e-06,8.45318571700615e-07,9.53760814626504e-06,0.000163991802909919
"18","Adherens junction","04520",4.96652059785292e-05,0.001,8.84932714601911e-07,9.53760814626504e-06,0.000171676946632771
"19","Bacterial invasion of epithelial cells","05100",2.77349278036405e-05,0.003,1.4396059174105e-06,1.46991341040862e-05,0.000279283547977637
"20","PI3K-Akt signaling pathway","04151",0.0258888429062815,5e-06,2.1824315053813e-06,2.11695856021986e-05,0.000423391712043973
"21","PPAR signaling pathway","03320",6.01417184862985e-06,0.0255,2.55967335236337e-06,2.36465062075473e-05,0.000496576630358494
"22","cAMP signaling pathway","04024",0.0343585094073137,5e-06,2.84780130885937e-06,2.40972302931163e-05,0.000552473453918718
"23","Vascular smooth muscle contraction","04270",0.0352168966850568,5e-06,2.91460353618495e-06,2.40972302931163e-05,0.000565433086019881
"24","Peroxisome","04146",6.00227468180278e-06,0.0315,3.11611633292412e-06,2.40972302931163e-05,0.00060452656858728
"25","Oxytocin signaling pathway","04921",0.0378900320607886,5e-06,3.12197568688405e-06,2.40972302931163e-05,0.000605663283255506
"26","Glioma","05214",0.039281274692171,5e-06,3.22952570938672e-06,2.40972302931163e-05,0.000626527987621024
"27","Regulation of actin cytoskeleton","04810",0.000143191591280822,0.0015,3.51255070426943e-06,2.52383272825285e-05,0.00068143483662827
"28","ECM-receptor interaction","04512",0.000458469895278781,5e-04,3.73389765959414e-06,2.58705766414737e-05,0.000724376145961263
"29","Influenza A","05164",0.0482005694718724,5e-06,3.91351439511311e-06,2.61800618155842e-05,0.000759221792651943
"30","Melanogenesis","04916",0.0603001154418978,5e-06,4.82837915647383e-06,3.12235185451975e-05,0.000936705556355923
"31","Dorso-ventral axis formation","04320",0.0742748941569715,5e-06,5.86996528414931e-06,3.6734621455644e-05,0.00113877326512497
"32","Pancreatic secretion","04972",0.0768637422476161,5e-06,6.06139541002544e-06,3.67472096732792e-05,0.00117591070954493
"33","Signaling pathways regulating pluripotency of stem cells","04550",0.0806494944582274,5e-06,6.34054848535829e-06,3.72747395805911e-05,0.00123006640615951
"34","Cholinergic synapse","04725",0.0945760640634468,5e-06,7.36010957167784e-06,4.199591932075e-05,0.0014278612569055
"35","Serotonergic synapse","04726",0.10479177385525,5e-06,8.10137483112376e-06,4.49047633496574e-05,0.00157166671723801
"36","Osteoclast differentiation","04380",0.133065202958539,5e-06,1.01282503841234e-05,5.45800159588875e-05,0.00196488057451995
"37","Estrogen signaling pathway","04915",0.140901098401889,5e-06,1.0684368051263e-05,5.60207405931089e-05,0.00207276740194503
"38","GnRH signaling pathway","04912",0.158920505775027,5e-06,1.19551318082145e-05,6.10340939682532e-05,0.00231929557079362
"39","Amoebiasis","05146",0.164709067655716,5e-06,1.23611250081523e-05,6.14886731174754e-05,0.00239805825158154
"40","Fc gamma R-mediated phagocytosis","04666",0.000452701047528416,0.002,1.35039696548414e-05,6.5494252825981e-05,0.00261977011303924
"41","Progesterone-mediated oocyte maturation","04914",0.227439254445827,5e-06,1.67019388033055e-05,7.90286860449091e-05,0.00324017612784127
"42","Rap1 signaling pathway","04015",0.000892988929696386,0.0015,1.94536207919622e-05,8.9857200800968e-05,0.00377400243364066
"43","Insulin secretion","04911",0.309191350846144,5e-06,2.22306534115958e-05,0.000100296436322083,0.00431274676184959
"44","Chemokine signaling pathway","04062",0.341377893600343,5e-06,2.43758117518877e-05,0.000107475169996959,0.00472890747986621
"45","Hepatitis C","05160",0.393862608963047,5e-06,2.78418047422346e-05,0.000120029113777634,0.00540131011999351
"46","Cell adhesion molecules (CAMs)","04514",0.000148948283442642,0.0175,3.61208005194805e-05,0.00015233555001694,0.00700743530077922
"47","Hedgehog signaling pathway","04340",0.00748758701860929,5e-04,5.0524032681119e-05,0.000208546007236959,0.00980166234013709
"48","Inflammatory bowel disease (IBD)","05321",0.801752286073768,5e-06,5.38257529112908e-05,0.0002175457513498,0.0104421960647904
"49","Cytokine-cytokine receptor interaction","04060",0.870933572768916,5e-06,5.81098298389304e-05,0.000230067489566378,0.0112733069887525
"50","Leukocyte transendothelial migration","04670",0.00236258666909695,0.002,6.26681137421229e-05,0.00024294482510628,0.0121576140659718
"51","Notch signaling pathway","04330",0.00982738680343411,5e-04,6.49761494130651e-05,0.00024294482510628,0.0126053729861346
"52","Phototransduction","04744",0.98508000929647,5e-06,6.51192314717864e-05,0.00024294482510628,0.0126331309055266
"53","Insulin resistance","04931",0.00714504524749299,0.001,9.18073395411555e-05,0.000336049506999701,0.0178106238709842
"54","Phospholipase D signaling pathway","04072",0.0162882445457164,5e-04,0.00010357869059583,0.000372116036585019,0.020094265975591
"55","Insulin signaling pathway","04910",0.00854241366119818,0.001,0.000108236370052687,0.000381779196185842,0.0209978557902213
"56","Arrhythmogenic right ventricular cardiomyopathy (ARVC)","05412",0.00179669903263323,0.0055,0.000123768240451737,0.000428768547279232,0.024011038647637
"57","HIF-1 signaling pathway","04066",0.0138768052446285,0.001,0.00016909292114472,0.000575158711155515,0.0328040267020757
"58","FoxO signaling pathway","04068",0.00565314564358532,0.0025,0.000171954666221752,0.000575158711155515,0.0333592052470198
"59","Huntington's disease","05016",0.000155348463381492,0.1035,0.000193554154547538,0.00063643230478343,0.0375495059822223
"60","AMPK signaling pathway","04152",0.00816881231987038,0.0025,0.000240957423613631,0.000779095669684074,0.0467457401810444
"61","ErbB signaling pathway","04012",0.00527964736922321,0.004,0.000248467742156003,0.000790208884889583,0.0482027419782646
"62","Renin secretion","04924",0.000573724936324453,0.0425,0.000283373358007785,0.000886684378282425,0.0549744314535104
"63","Apoptosis","04210",0.0503688783187479,5e-04,0.000291869624040676,0.000898773127998272,0.0566227070638911
"64","B cell receptor signaling pathway","04662",0.00303044103195157,0.0085,0.000297944652667115,0.000903144728397192,0.0578012626174203
"65","Glutamatergic synapse","04724",0.053700393148394,5e-04,0.000309454890179515,0.000923603826074245,0.0600342486948259
"66","Dopaminergic synapse","04728",0.0296208485831533,0.001,0.000338478387605006,0.000986840286025413,0.0656648071953711
"67","mTOR signaling pathway","04150",0.0198967434095018,0.0015,0.000340815975070632,0.000986840286025413,0.0661182991637027
"68","Aldosterone-regulated sodium reabsorption","04960",0.064091045821753,5e-04,0.000363663908469587,0.00103751173886912,0.0705507982430999
"69","Adrenergic signaling in cardiomyocytes","04261",0.0652317620392479,5e-04,0.000369561129683571,0.00103905592983497,0.0716948591586127
"70","Renal cell carcinoma","05211",0.0135632215981469,0.0025,0.000382884930460456,0.00106113823584755,0.0742796765093284
"71","Circadian entrainment","04713",0.0768637422476161,5e-04,0.000429154233911446,0.00116065483971487,0.0832559213788206
"72","Ras signaling pathway","04014",0.0257264666786558,0.0015,0.000430758497213765,0.00116065483971487,0.0835671484594703
"73","Small cell lung cancer","05222",0.0126220469234562,0.0035,0.000487154955731864,0.00129463097824632,0.0945080614119816
"74","Sphingolipid signaling pathway","04071",0.0236603258719479,0.002,0.000518566378629797,0.0013594848304619,0.100601877454181
"75","Malaria","05144",0.00231502004656641,0.0215,0.000542925086237808,0.00140436622306846,0.105327466730135
"76","HTLV-I infection","05166",0.0193383812163712,0.003,0.000623941643093442,0.00159269314158063,0.121044678760128
"77","Morphine addiction","05032",0.0397744927406669,0.0015,0.000639980714192204,0.00161241894225049,0.124156258553288
"78","Circadian rhythm","04710",0.139032087129991,5e-04,0.000735059376663382,0.0018282246034961,0.142601519072696
"79","Toxoplasmosis","05145",0.0718096250988591,0.001,0.000756980591130346,0.00185891436302895,0.146854234679287
"80","Salmonella infection","05132",0.0312147227787097,0.0025,0.000816134675968359,0.00196007155536112,0.158330127137862
"81","Phagosome","04145",0.156548555382344,5e-04,0.000818380391671395,0.00196007155536112,0.158765795984251
"82","Phosphatidylinositol signaling system","04070",0.056420420115819,0.0015,0.000878230185495052,0.00207776409739073,0.17037665598604
"83","Pancreatic cancer","05212",0.173174535533997,5e-04,0.00089655554936475,0.00209556357321399,0.173931776576762
"84","Breast cancer","05224",0.0301036628875951,0.003,0.000931309620567101,0.00215088174273831,0.180674066390018
"85","Transcriptional misregulation in cancer","05202",0.006441755385834,0.015,0.000989903836244619,0.00222849386225843,0.192041344231456
"86","Apelin signaling pathway","04371",0.0138990655791308,0.007,0.000996068912048371,0.00222849386225843,0.193237368937384
"87","NOD-like receptor signaling pathway","04621",0.097651538592753,0.001,0.000999376113487028,0.00222849386225843,0.193878966016483
"88","Thyroid hormone signaling pathway","04919",0.252668122877662,5e-04,0.0012603819816158,0.0027785693685621,0.244514104433465
