"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","Adrenergic signaling in cardiomyocytes","04261",0.056300365134498,5e-06,4.52742958596249e-06,0.000873793910090761,0.000873793910090761
"2","Chagas disease (American trypanosomiasis)","05142",0.271553938350409,5e-06,1.9700786275911e-05,0.00106198834191138,0.00380225175125082
"3","Neurotrophin signaling pathway","04722",0.334308313156004,5e-06,2.39059934313348e-05,0.00106198834191138,0.00461385673224761
"4","Pathways in cancer","05200",0.000589079787464751,0.0045,3.66895507299817e-05,0.00106198834191138,0.00708108329088646
"5","Influenza A","05164",0.826315214790891,5e-06,5.53501115691815e-05,0.00106198834191138,0.010682571532852
"6","AGE-RAGE signaling pathway in diabetic complications","04933",0.00311643112081685,0.0015,6.20482541285745e-05,0.00106198834191138,0.0119753130468149
"7","Chemokine signaling pathway","04062",1,5e-06,6.60303632276509e-05,0.00106198834191138,0.0127438601029366
"8","NF-kappa B signaling pathway","04064",1,5e-06,6.60303632276509e-05,0.00106198834191138,0.0127438601029366
"9","RIG-I-like receptor signaling pathway","04622",1,5e-06,6.60303632276509e-05,0.00106198834191138,0.0127438601029366
"10","Progesterone-mediated oocyte maturation","04914",1,5e-06,6.60303632276509e-05,0.00106198834191138,0.0127438601029366
"11","Morphine addiction","05032",1,5e-06,6.60303632276509e-05,0.00106198834191138,0.0127438601029366
"12","Pertussis","05133",1,5e-06,6.60303632276509e-05,0.00106198834191138,0.0127438601029366
"13","Small cell lung cancer","05222",0.0099292577263489,0.003,0.000340218446264427,0.00505093539454111,0.0656621601290344
"14","Amoebiasis","05146",0.0714091500910808,0.001,0.000753158343246768,0.0103828257319019,0.145359560246626
"15","Pancreatic cancer","05212",0.0261210037699301,0.003,0.000819219343626638,0.0105406222213294,0.158109333319941
"16","GABAergic synapse","04727",0.219733979069731,5e-04,0.00111144084628369,0.0134067552082971,0.214508083332753
"17","Complement and coagulation cascades","04610",0.00803146921874558,0.019,0.00149358324003232,0.0169565626662492,0.288261565326237
"18","ECM-receptor interaction","04512",0.048852662631682,0.0035,0.00165409182376532,0.0177355401103726,0.319239721986706
"19","TGF-beta signaling pathway","04350",0.205070182785205,0.001,0.00194655863399093,0.0188348245655198,0.37568581636025
"20","Hippo signaling pathway","04390",0.0685623127214234,0.003,0.00195179529176371,0.0188348245655198,0.376696491310397
"21","Apelin signaling pathway","04371",0.160007672732178,0.0015,0.00224046511889008,0.0197793537660374,0.432409767945785
"22","Colorectal cancer","05210",0.120856538022725,0.002,0.00225464136193172,0.0197793537660374,0.435145782852822
"23","PI3K-Akt signaling pathway","04151",0.128023587505117,0.002,0.00237359542575497,0.0199175616161178,0.45810391717071
"24","cAMP signaling pathway","04024",0.317677744000015,0.001,0.00287640457882904,0.0222748147451655,0.555146083714005
"25","Cell cycle","04110",0.12751487852598,0.0025,0.0028853386975603,0.0222748147451655,0.556870368629138
"26","Vibrio cholerae infection","05110",0.0921373264096005,0.004,0.00328227654889701,0.0234298454659679,0.633479373937122
"27","Fluid shear stress and atherosclerosis","05418",0.761888106863525,5e-04,0.00338006250537987,0.0234298454659679,0.652352063538316
"28","Hepatitis B","05161",0.423390883296818,0.001,0.00371195878927506,0.0234298454659679,0.716408046330087
"29","Dilated cardiomyopathy","05414",0.227100327113925,0.002,0.00395017013960417,0.0234298454659679,0.762382836943606
"30","HTLV-I infection","05166",0.925667623027187,5e-04,0.00401653777324678,0.0234298454659679,0.775191790236628
"31","Chronic myeloid leukemia","05220",0.158410993118413,0.003,0.00411157572962263,0.0234298454659679,0.793534115817168
"32","Leukocyte transendothelial migration","04670",0.0273715298802524,0.018,0.00424481618348733,0.0234298454659679,0.819249523413055
"33","Hedgehog signaling pathway","04340",1,5e-04,0.00430045122977104,0.0234298454659679,0.829987087345811
"34","T cell receptor signaling pathway","04660",1,5e-04,0.00430045122977104,0.0234298454659679,0.829987087345811
"35","Salmonella infection","05132",1,5e-04,0.00430045122977104,0.0234298454659679,0.829987087345811
"36","NOD-like receptor signaling pathway","04621",0.50920507242518,0.001,0.00437033386929971,0.0234298454659679,0.843474436774844
"37","Inflammatory mediator regulation of TRP channels","04750",0.62410911951981,0.001,0.00522952598100721,0.0264562274013523,1
"38","Legionellosis","05134",0.425265312082399,0.0015,0.00533112523695591,0.0264562274013523,1
"39","Non-small cell lung cancer","05223",0.442408043296789,0.0015,0.0055198009404866,0.0264562274013523,1
"40","Viral myocarditis","05416",0.448008804951807,0.0015,0.00558122597358122,0.0264562274013523,1
"41","Serotonergic synapse","04726",0.680371426757989,0.001,0.00564223294575206,0.0264562274013523,1
"42","Sphingolipid signaling pathway","04071",0.696176305944998,0.001,0.0057573137350093,0.0264562274013523,1
"43","p53 signaling pathway","04115",0.501036238459175,0.0015,0.00615776068737299,0.0271036115128475,1
"44","Signaling pathways regulating pluripotency of stem cells","04550",0.754516368924338,0.001,0.00617906169204813,0.0271036115128475,1
"45","Th17 cell differentiation","04659",0.290096992881521,0.003,0.00700295557419559,0.0299795955721107,1
"46","B cell receptor signaling pathway","04662",1,0.001,0.00790775527898214,0.0299795955721107,1
"47","Retrograde endocannabinoid signaling","04723",1,0.001,0.00790775527898214,0.0299795955721107,1
"48","Dopaminergic synapse","04728",1,0.001,0.00790775527898214,0.0299795955721107,1
"49","Fat digestion and absorption","04975",1,0.001,0.00790775527898214,0.0299795955721107,1
"50","Measles","05162",1,0.001,0.00790775527898214,0.0299795955721107,1
"51","Melanoma","05218",0.501036238459175,0.002,0.00792206929625722,0.0299795955721107,1
"52","MAPK signaling pathway","04010",0.727426739511261,0.0015,0.00853329631295139,0.0313088774673152,1
"53","Hepatitis C","05160",0.733733111049286,0.0015,0.00859777464128344,0.0313088774673152,1
"54","Th1 and Th2 cell differentiation","04658",0.604589697728655,0.002,0.00933222086268922,0.0324918617339344,1
"55","Wnt signaling pathway","04310",0.419936046318133,0.003,0.00967128988068133,0.0324918617339344,1
"56","Cardiac muscle contraction","04260",0.0431722447402298,0.03,0.00990688442451186,0.0324918617339344,1
"57","Tuberculosis","05152",0.104646269280719,0.0125,0.00999266717158871,0.0324918617339344,1
"58","Gastric acid secretion","04971",0.530393652225484,0.0025,0.0101114250570039,0.0324918617339344,1
"59","Endocrine and other factor-regulated calcium reabsorption","04961",0.0114841439646591,0.1155,0.0101143037916496,0.0324918617339344,1
"60","Phagosome","04145",0.0191322661438727,0.072,0.010451913192328,0.0324918617339344,1
"61","Thyroid hormone signaling pathway","04919",0.323313206399166,0.0045,0.0109595586637179,0.0324918617339344,1
"62","Insulin secretion","04911",0.208726302755143,0.007,0.0109998836692394,0.0324918617339344,1
"63","TNF signaling pathway","04668",1,0.0015,0.011253435256311,0.0324918617339344,1
"64","Oxytocin signaling pathway","04921",1,0.0015,0.011253435256311,0.0324918617339344,1
"65","Acute myeloid leukemia","05221",1,0.0015,0.011253435256311,0.0324918617339344,1
"66","Protein processing in endoplasmic reticulum","04141",0.231072482785564,0.0065,0.0112662508736826,0.0324918617339344,1
"67","Apoptosis","04210",0.752009164389837,0.002,0.0112795582185161,0.0324918617339344,1
"68","Focal adhesion","04510",0.320418967720278,0.005,0.0119138873194794,0.0338144154802871,1
"69","Parkinson's disease","05012",0.16972194380571,0.01,0.0125233816755264,0.0341629378497759,1
"70","Epithelial cell signaling in Helicobacter pylori infection","05120",0.147952154880626,0.0115,0.0125503607678547,0.0341629378497759,1
"71","cGMP-PKG signaling pathway","04022",0.486906136975019,0.0035,0.0125677128877414,0.0341629378497759,1
"72","Estrogen signaling pathway","04915",1,0.002,0.0144292161968444,0.0386783156387634,1
"73","Epstein-Barr virus infection","05169",0.870798952632323,0.0025,0.0155215748699734,0.0410364924644503,1
"74","Toxoplasmosis","05145",0.680371426757989,0.0035,0.0167646108612055,0.0437239175163874,1
"75","Osteoclast differentiation","04380",0.731015431056703,0.0035,0.0178288052122747,0.0458794587462535,1
"76","Ras signaling pathway","04014",0.666274859382635,0.004,0.0184625134241364,0.0468850669849781,1
