"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","Retrograde endocannabinoid signaling","04723",0.0804184453662565,5e-06,6.32353732361598e-06,0.00122044270345788,0.00122044270345788
"2","Morphine addiction","05032",0.230790457104763,5e-06,1.6931154587427e-05,0.00141598445588185,0.00326771283537341
"3","GABAergic synapse","04727",0.588252972334581,5e-06,4.04031872700449e-05,0.00141598445588185,0.00779781514311866
"4","TNF signaling pathway","04668",0.663751350227494,5e-06,4.51879274773737e-05,0.00141598445588185,0.00872127000313313
"5","Phospholipase D signaling pathway","04072",0.771376560441936,5e-06,5.19354387842906e-05,0.00141598445588185,0.0100235396853681
"6","Tight junction","04530",0.820924176772189,5e-06,5.50158639552807e-05,0.00141598445588185,0.0106180617433692
"7","Ovarian steroidogenesis","04913",1,5e-06,6.60303632276509e-05,0.00141598445588185,0.0127438601029366
"8","Pancreatic cancer","05212",1,5e-06,6.60303632276509e-05,0.00141598445588185,0.0127438601029366
"9","Melanoma","05218",1,5e-06,6.60303632276509e-05,0.00141598445588185,0.0127438601029366
"10","B cell receptor signaling pathway","04662",0.0340885548407606,0.001,0.000384742139953654,0.00742552330110553,0.0742552330110553
"11","MAPK signaling pathway","04010",0.11241856974598,5e-04,0.000606297438133341,0.0106377641417941,0.117015405559735
"12","Insulin secretion","04911",0.208726302755143,5e-04,0.00106112631595897,0.0170664482483401,0.204797378980081
"13","Long-term potentiation","04720",0.1444987350842,0.001,0.00142219120210121,0.02066225431495,0.274482902005533
"14","Glutamatergic synapse","04724",0.0273715298802524,0.006,0.00159536292234566,0.02066225431495,0.307905044012712
"15","Wnt signaling pathway","04310",0.0551453200866003,0.003,0.00160587468769041,0.02066225431495,0.30993381472425
"16","Oxytocin signaling pathway","04921",0.0186559645847909,0.01,0.00178850246706137,0.0215738110089278,0.345180976142845
"17","Adrenergic signaling in cardiomyocytes","04261",0.423390883296818,5e-04,0.00200271549315352,0.0227367111869782,0.386524090178629
"18","Glioma","05214",0.475186445031194,5e-04,0.00222029690250988,0.0238065167880226,0.428517302184407
"19","Aldosterone synthesis and secretion","04925",0.562484491312395,5e-04,0.00258076158081117,0.0257333280675719,0.498086985096555
"20","Axon guidance","04360",0.0983756165934969,0.003,0.0026939489601165,0.0257333280675719,0.519932149302485
"21","NF-kappa B signaling pathway","04064",0.616418773900025,5e-04,0.0027999994270415,0.0257333280675719,0.54039988941901
"22","Dopaminergic synapse","04728",0.141133450992678,0.0025,0.00315768946143222,0.0277015484571099,0.609434066056418
"23","NOD-like receptor signaling pathway","04621",0.820924176772189,5e-04,0.00361133862361402,0.0289353015832169,0.696988354357505
"24","Non-small cell lung cancer","05223",0.442408043296789,0.001,0.00385924831876099,0.0289353015832169,0.74483492552087
"25","Alzheimer's disease","05010",0.244359776011331,0.002,0.00421458142859886,0.0289353015832169,0.81341421571958
"26","Prolactin signaling pathway","04917",1,5e-04,0.00430045122977104,0.0289353015832169,0.829987087345811
"27","Small cell lung cancer","05222",1,5e-04,0.00430045122977104,0.0289353015832169,0.829987087345811
"28","Fluid shear stress and atherosclerosis","05418",1,5e-04,0.00430045122977104,0.0289353015832169,0.829987087345811
"29","Leishmaniasis","05140",0.520803388351736,0.001,0.00445814885486762,0.0289353015832169,0.860422728989451
"30","Gastric acid secretion","04971",0.530393652225484,0.001,0.00453056481058067,0.0289353015832169,0.874399008442069
"31","Chemokine signaling pathway","04062",0.545946799858245,0.001,0.00464763911440272,0.0289353015832169,0.896994349079725
"32","Calcium signaling pathway","04020",0.109466998950689,0.0055,0.0050664902719654,0.0297272915713369,0.977832622489322
"33","Long-term depression","04730",0.120856538022725,0.005,0.0050829047764462,0.0297272915713369,0.981000621854117
"34","cGMP-PKG signaling pathway","04022",0.0806824419635836,0.009,0.00597452554945053,0.0339142185601162,1
"35","Alcoholism","05034",0.83827631718581,0.001,0.00677676220083822,0.0366537729057176,1
"36","Hepatitis B","05161",0.423390883296818,0.002,0.00683697318448618,0.0366537729057176,1
"37","Thyroid hormone signaling pathway","04919",0.0289323412602786,0.032,0.00739262019921027,0.0379112550194315,1
"38","Rap1 signaling pathway","04015",0.624078998532968,0.0015,0.0074643921799917,0.0379112550194315,1
"39","p53 signaling pathway","04115",1,0.001,0.00790775527898214,0.0381549192210888,1
"40","Apoptosis","04210",1,0.001,0.00790775527898214,0.0381549192210888,1
"41","Cell cycle","04110",0.714121827484192,0.0015,0.00839699280548057,0.0391150974035773,1
"42","Osteoclast differentiation","04380",0.374140430944279,0.003,0.0087462064659562,0.0391150974035773,1
"43","Glucagon signaling pathway","04922",0.275264820809478,0.0045,0.00953012171622124,0.0391150974035773,1
"44","Natural killer cell mediated cytotoxicity","04650",0.148120031537128,0.0085,0.00966602918119376,0.0391150974035773,1
"45","Adipocytokine signaling pathway","04920",0.151422452221906,0.0085,0.0098531576208744,0.0391150974035773,1
"46","Complement and coagulation cascades","04610",0.186910914397741,0.007,0.00999464584896053,0.0391150974035773,1
"47","Insulin resistance","04931",0.660325879263659,0.002,0.0100760841546241,0.0391150974035773,1
"48","Cholinergic synapse","04725",0.677113931641526,0.002,0.0102982580571364,0.0391150974035773,1
"49","HTLV-I infection","05166",0.473496357454232,0.003,0.0107342865498617,0.0391150974035773,1
"50","Gap junction","04540",0.588252972334581,0.0025,0.0110621894205439,0.0391150974035773,1
"51","SNARE interactions in vesicular transport","04130",1,0.0015,0.011253435256311,0.0391150974035773,1
"52","Prostate cancer","05215",1,0.0015,0.011253435256311,0.0391150974035773,1
"53","Bladder cancer","05219",1,0.0015,0.011253435256311,0.0391150974035773,1
"54","Insulin signaling pathway","04910",0.752009164389837,0.002,0.0112795582185161,0.0391150974035773,1
"55","Hepatitis C","05160",0.377717032020938,0.004,0.0113240637014024,0.0391150974035773,1
"56","T cell receptor signaling pathway","04660",0.0841543741674636,0.018,0.0113494583139913,0.0391150974035773,1
"57","Serotonergic synapse","04726",0.680371426757989,0.0025,0.0125470372829543,0.0414825756001119,1
"58","Leukocyte transendothelial migration","04670",0.315958443172387,0.0055,0.0127815726635418,0.0414825756001119,1
"59","Sphingolipid signaling pathway","04071",0.696176305944998,0.0025,0.0127985345953038,0.0414825756001119,1
"60","Amphetamine addiction","05031",0.0305358818021611,0.0575,0.0128961374922628,0.0414825756001119,1
"61","Huntington's disease","05016",0.303982295136765,0.006,0.0133267934973463,0.0415647571043428,1
"62","Pathways in cancer","05200",0.982290572612801,0.002,0.0142087864033725,0.0415647571043428,1
"63","Renin-angiotensin system","04614",1,0.002,0.0144292161968444,0.0415647571043428,1
"64","Toll-like receptor signaling pathway","04620",1,0.002,0.0144292161968444,0.0415647571043428,1
"65","Neurotrophin signaling pathway","04722",1,0.002,0.0144292161968444,0.0415647571043428,1
"66","Estrogen signaling pathway","04915",1,0.002,0.0144292161968444,0.0415647571043428,1
"67","Herpes simplex infection","05168",1,0.002,0.0144292161968444,0.0415647571043428,1
"68","HIF-1 signaling pathway","04066",0.267842628720663,0.008,0.0153113190396158,0.0434571260977331,1
"69","ErbB signaling pathway","04012",0.212389305917411,0.0105,0.0158463662834815,0.0443238940972742,1
"70","Apelin signaling pathway","04371",1,0.0025,0.01747866136777,0.0481911663425657,1
"71","Influenza A","05164",0.518568786088008,0.005,0.0180332294403728,0.0483505026206382,1
"72","Choline metabolism in cancer","05231",0.260420202611553,0.01,0.0181008420585649,0.0483505026206382,1
"73","Ras signaling pathway","04014",0.666274859382635,0.004,0.0184625134241364,0.0483505026206382,1
"74","Th1 and Th2 cell differentiation","04658",0.234484616639757,0.0115,0.0186488888272611,0.0483505026206382,1
"75","AGE-RAGE signaling pathway in diabetic complications","04933",0.260420202611553,0.0105,0.0188724717448894,0.0483505026206382,1
"76","VEGF signaling pathway","04370",0.11756386730574,0.0235,0.0190395761614948,0.0483505026206382,1
"77","FoxO signaling pathway","04068",0.736423552234903,0.004,0.0201114643526885,0.0484587274694609,1
"78","Jak-STAT signaling pathway","04630",1,0.003,0.0204274289709421,0.0484587274694609,1
"79","Acute myeloid leukemia","05221",1,0.003,0.0204274289709421,0.0484587274694609,1
"80","Systemic lupus erythematosus","05322",1,0.003,0.0204274289709421,0.0484587274694609,1
"81","Viral myocarditis","05416",1,0.003,0.0204274289709421,0.0484587274694609,1
