"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","Pathways in cancer","05200",4.78290576038569e-06,5e-06,6.08781038068353e-10,6.67359018643322e-08,1.18103521385261e-07
"2","HTLV-I infection","05166",5.43245917767552e-06,5e-06,6.87998988292085e-10,6.67359018643322e-08,1.33471803728664e-07
"3","Cell adhesion molecules (CAMs)","04514",8.12233743518557e-07,5e-04,9.18814248643673e-09,5.94166547456242e-07,1.78249964236872e-06
"4","Cell cycle","04110",0.00203413144820057,5e-06,1.9734898201169e-07,9.07657605656558e-06,3.82857025102679e-05
"5","Hepatitis B","05161",0.00243370083771996,5e-06,2.33932372591896e-07,9.07657605656558e-06,4.53828802828279e-05
"6","Apoptosis","04210",0.00377009416449821,5e-06,3.54138666996977e-07,1.05011555892549e-05,6.87029013974136e-05
"7","Staphylococcus aureus infection","05150",4.31475828801359e-05,5e-04,4.02389754486317e-07,1.05011555892549e-05,7.80636123703455e-05
"8","AGE-RAGE signaling pathway in diabetic complications","04933",0.00581255181027633,5e-06,5.33412306555622e-07,1.05011555892549e-05,0.000103481987471791
"9","FoxO signaling pathway","04068",0.00581487105774165,5e-06,5.33613543121314e-07,1.05011555892549e-05,0.000103521027365535
"10","AMPK signaling pathway","04152",0.00590345876529433,5e-06,5.412966798585e-07,1.05011555892549e-05,0.000105011555892549
"11","Shigellosis","05131",0.0139222927011066,5e-06,1.21683181173807e-06,2.14604883161078e-05,0.000236065371477186
"12","Ras signaling pathway","04014",0.0537271562839028,5e-06,4.33307080171411e-06,6.84361940761725e-05,0.000840615735532538
"13","HIF-1 signaling pathway","04066",0.0611234434386008,5e-06,4.89016044549636e-06,6.84361940761725e-05,0.000948691126426294
"14","Hepatitis C","05160",0.0674736931998426,5e-06,5.3648637543417e-06,6.84361940761725e-05,0.00104078356834229
"15","Wnt signaling pathway","04310",0.0689859436159098,5e-06,5.47745810731427e-06,6.84361940761725e-05,0.00106262687281897
"16","Tuberculosis","05152",0.000237432779963178,0.0015,5.64422219184928e-06,6.84361940761725e-05,0.00109497910521876
"17","Fluid shear stress and atherosclerosis","05418",0.0859379258975999,5e-06,6.72902668760461e-06,7.67900692585467e-05,0.00130543117739529
"18","Neurotrophin signaling pathway","04722",0.0937783170012575,5e-06,7.30199907141994e-06,7.86993233253038e-05,0.00141658781985547
"19","Circadian entrainment","04713",0.101515947390754,5e-06,7.86424351419556e-06,7.94970770892188e-05,0.00152566324175394
"20","Gap junction","04540",0.113081374334614,5e-06,8.69919194826792e-06,7.94970770892188e-05,0.00168764323796398
"21","Morphine addiction","05032",0.11379055653515,5e-06,8.75019133614237e-06,7.94970770892188e-05,0.00169753711921162
"22","Dopaminergic synapse","04728",0.117479662886493,5e-06,9.01513245341657e-06,7.94970770892188e-05,0.00174893569596281
"23","NOD-like receptor signaling pathway","04621",0.126363416863305,5e-06,9.65079487805351e-06,8.14023567974948e-05,0.00187225420634238
"24","Adrenergic signaling in cardiomyocytes","04261",0.142014816144245,5e-06,1.07632294465576e-05,8.70027713596736e-05,0.00208806651263217
"25","Influenza A","05164",0.162608035640176,5e-06,1.22138841325994e-05,9.47797408689712e-05,0.00236949352172428
"26","Jak-STAT signaling pathway","04630",0.181753806296357,5e-06,1.35508139410801e-05,0.00010110991940652,0.00262885790456953
"27","Breast cancer","05224",0.236898186613581,5e-06,1.73482881047991e-05,0.000123451037352916,0.00336556789233103
"28","cGMP-PKG signaling pathway","04022",0.243784839091669,5e-06,1.78176754942352e-05,0.000123451037352916,0.00345662904588163
"29","Adherens junction","04520",0.00272359277244982,5e-04,1.97551796128753e-05,0.0001313636699563,0.0038325048448978
"30","p53 signaling pathway","04115",7.38533605643179e-05,0.019,2.03139695808711e-05,0.0001313636699563,0.00394091009868899
