"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","Phosphatidylinositol signaling system","04070",1.12421789071632e-06,5e-06,1.51232576571483e-10,1.9147238315495e-08,2.93391198548676e-08
"2","Dopaminergic synapse","04728",1.48261898377118e-06,5e-06,1.97394209438092e-10,1.9147238315495e-08,3.82944766309899e-08
"3","ErbB signaling pathway","04012",9.56233860373175e-06,5e-06,1.18399685518584e-09,5.41752780142221e-08,2.29695389906053e-07
"4","Cholinergic synapse","04725",1.12640066315961e-05,5e-06,1.3854711720051e-09,5.41752780142221e-08,2.68781407368988e-07
"5","Morphine addiction","05032",1.13555383919758e-05,5e-06,1.39627005191294e-09,5.41752780142221e-08,2.70876390071111e-07
"6","Chronic myeloid leukemia","05220",1.38463158497134e-05,5e-06,1.68880495990481e-09,5.46046937035887e-08,3.27628162221533e-07
"7","Renal cell carcinoma","05211",1.92402824171945e-05,5e-06,2.31504629632043e-09,5.79203640709435e-08,4.49118981486164e-07
"8","Thyroid hormone signaling pathway","04919",1.98774022386604e-05,5e-06,2.38846862148221e-09,5.79203640709435e-08,4.63362912567548e-07
"9","Non-small cell lung cancer","05223",4.83013681561155e-05,5e-06,5.58946410493045e-09,1.20484004039612e-07,1.08435603635651e-06
"10","Neurotrophin signaling pathway","04722",4.19687908735416e-08,0.011,1.03855212497711e-08,2.0147911224556e-07,2.0147911224556e-06
"11","T cell receptor signaling pathway","04660",0.000155543208476893,5e-06,1.70900453298755e-08,3.01406253999622e-07,3.31546879399584e-06
"12","Axon guidance","04360",0.000257474612017227,5e-06,2.76407519470422e-08,4.46858823143849e-07,5.36230587772619e-06
"13","Insulin signaling pathway","04910",0.000340956913868054,5e-06,3.61240902440318e-08,4.98918587644523e-07,7.00807350734217e-06
"14","Rap1 signaling pathway","04015",0.000341596561809054,5e-06,3.61886591525224e-08,4.98918587644523e-07,7.02059987558934e-06
"15","Circadian entrainment","04713",0.000365289273514875,5e-06,3.85761794570508e-08,4.98918587644523e-07,7.48377881466785e-06
"16","Regulation of actin cytoskeleton","04810",0.000824943524848794,5e-06,8.37576226333495e-08,1.01556117442936e-06,1.62489787908698e-05
"17","mTOR signaling pathway","04150",0.00117339307377344,5e-06,1.17069006365978e-07,1.33596395499999e-06,2.27113872349998e-05
"18","Pancreatic cancer","05212",3.69367586709153e-06,0.0035,2.4774807328426e-07,2.58777175702644e-06,4.80631262171465e-05
"19","Alzheimer's disease","05010",0.00274352092717781,5e-06,2.62069154998992e-07,2.58777175702644e-06,5.08414160698044e-05
"20","Oocyte meiosis","04114",0.00280754497446227,5e-06,2.67861092777662e-07,2.58777175702644e-06,5.19650519988665e-05
"21","FoxO signaling pathway","04068",0.00294331550815225,5e-06,2.80119623183274e-07,2.58777175702644e-06,5.43432068975553e-05
"22","Calcium signaling pathway","04020",9.73550981603133e-06,0.0025,4.51026579453959e-07,3.97723438245764e-06,8.7499156414068e-05
"23","HIF-1 signaling pathway","04066",0.00523982601866278,5e-06,4.83571481949895e-07,4.07882032601215e-06,9.38128674982796e-05
"24","Glioma","05214",1.16824366890389e-05,0.0025,5.35899321379655e-07,4.29970384039463e-06,0.000103964468347653
"25","Ras signaling pathway","04014",0.00609295420953673,5e-06,5.57709267809619e-07,4.29970384039463e-06,0.000108195597955066
"26","Proteoglycans in cancer","05205",0.00651208017483685,5e-06,5.93907214132787e-07,4.29970384039463e-06,0.000115217999541761
"27","Hepatitis B","05161",0.00656435602371994,5e-06,5.98412390158016e-07,4.29970384039463e-06,0.000116092003690655
"28","Adrenergic signaling in cardiomyocytes","04261",6.81542412816882e-06,0.0055,6.78450336391749e-07,4.70069161642854e-06,0.000131619365259999
"29","Aldosterone synthesis and secretion","04925",3.19199200926353e-05,0.0015,8.54874693539256e-07,5.71881691540054e-06,0.000165845690546616
"30","Fc gamma R-mediated phagocytosis","04666",0.0100629285732863,5e-06,8.95850691277502e-07,5.79316780359451e-06,0.000173795034107835
"31","Gap junction","04540",0.000127901589673179,5e-04,1.1233054241493e-06,6.81270121593021e-06,0.000217921252284964
"32","Melanoma","05218",0.0132228033064497,5e-06,1.15910333884087e-06,6.81270121593021e-06,0.000224866047735128
"33","Cell cycle","04110",0.0133095691181506,5e-06,1.16627393071912e-06,6.81270121593021e-06,0.00022625714255951
"34","MAPK signaling pathway","04010",0.000136451216561873,5e-04,1.19397856361663e-06,6.81270121593021e-06,0.000231631841341627
"35","Retrograde endocannabinoid signaling","04723",0.000178019433567963,5e-04,1.53403977043921e-06,8.50296329900593e-06,0.000297603715465208
"36","PI3K-Akt signaling pathway","04151",0.0186478005129431,5e-06,1.60260127390739e-06,8.63624019827871e-06,0.000310904647138033
"37","Vascular smooth muscle contraction","04270",0.0200088856563184,5e-06,1.71252565452024e-06,8.97918856694398e-06,0.000332229976976927
"38","Endocytosis","04144",0.000130180585137433,0.001,2.19410826430649e-06,1.10112003959214e-05,0.000425657003275459
"39","VEGF signaling pathway","04370",0.0262819721010472,5e-06,2.21359183216977e-06,1.10112003959214e-05,0.000429436815440936
"40","Pathways in cancer","05200",0.0287815382075242,5e-06,2.41104295093079e-06,1.16935583120143e-05,0.000467742332480574
"41","Hedgehog signaling pathway","04340",0.032280381898599,5e-06,2.68562580836666e-06,1.27075952883691e-05,0.000521011406823132
"42","Oxytocin signaling pathway","04921",0.000174861503062758,0.001,2.89557911940137e-06,1.33748178372349e-05,0.000561742349163865
"43","Colorectal cancer","05210",0.000123641034575631,0.0015,3.06019317392154e-06,1.38064529242042e-05,0.000593677475740779
"44","Prostate cancer","05215",0.000459702517244786,5e-04,3.74331931363816e-06,1.65046351555864e-05,0.000726203946845803
"45","Chagas disease (American trypanosomiasis)","05142",0.0476920322733846,5e-06,3.87475432307737e-06,1.67044964150446e-05,0.000751702338677009
