"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","Proteoglycans in cancer","05205",3.87850352480185e-08,5e-06,5.87036796316482e-12,1.13885138485397e-09,1.13885138485397e-09
"2","Focal adhesion","04510",5.23405399967471e-07,5e-06,7.24104734108803e-11,7.02381592085539e-09,1.40476318417108e-08
"3","Pathways in cancer","05200",7.52105485302564e-09,0.001,2.00160199790811e-10,1.00252176604855e-08,3.88310787594173e-08
"4","Endocytosis","04144",1.55535325835395e-06,5e-06,2.06705518772898e-10,1.00252176604855e-08,4.01008706419421e-08
"5","Bacterial invasion of epithelial cells","05100",3.89906006818241e-05,5e-06,4.55376344723039e-09,1.76686021752539e-07,8.83430108762696e-07
"6","Adherens junction","04520",5.29561819382328e-05,5e-06,6.1037608770237e-09,1.97354935023766e-07,1.1841296101426e-06
"7","Mineral absorption","04978",8.1593960088026e-05,5e-06,9.22820669997073e-09,2.55753157113474e-07,1.79027209979432e-06
"8","Pancreatic cancer","05212",9.74630663010954e-05,5e-06,1.09363841302939e-08,2.65207315159627e-07,2.12165852127701e-06
"9","Fluid shear stress and atherosclerosis","05418",0.00023633839431471,5e-06,2.54729285687177e-08,5.49083126925693e-07,4.94174814233124e-06
"10","Hippo signaling pathway","04390",0.000606834865330517,5e-06,6.25444260531277e-08,1.21336186543068e-06,1.21336186543068e-05
"11","Axon guidance","04360",6.86978926512091e-06,5e-04,7.03785164763472e-08,1.24122110876467e-06,1.36534321964113e-05
"12","Long-term depression","04730",0.000884066754449068,5e-06,8.94545183487711e-08,1.4461813799718e-06,1.73541765596616e-05
"13","Dopaminergic synapse","04728",0.00108464415064077,5e-06,1.08641081703076e-07,1.62125921926129e-06,2.10763698503967e-05
"14","Leukocyte transendothelial migration","04670",0.00195108066497483,5e-06,1.89698154107237e-07,2.6114197070871e-06,3.68014418968039e-05
"15","Colorectal cancer","05210",0.00208377258011983,5e-06,2.01913894877869e-07,2.6114197070871e-06,3.91712956063065e-05
