"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","FoxO signaling pathway","04068",0.0165574349907057,5e-06,1.4327970308704e-06,0.000277962623988857,0.000277962623988857
"2","PI3K-Akt signaling pathway","04151",0.0907485875395345,5e-06,7.0809920509965e-06,0.000585662400393555,0.00137371245789332
"3","Th17 cell differentiation","04659",0.118656885055121,5e-06,9.09955440442429e-06,0.000585662400393555,0.00176531355445831
"4","HTLV-I infection","05166",0.160635337563925,5e-06,1.20755134101764e-05,0.000585662400393555,0.00234264960157422
"5","Th1 and Th2 cell differentiation","04658",0.27541413320553,5e-06,1.99613994755913e-05,0.000597284773938657,0.00387251149826471
"6","Apoptosis","04210",0.458826243429843,5e-06,3.20837837380056e-05,0.000597284773938657,0.00622425404517308
"7","Wnt signaling pathway","04310",0.477246875063677,5e-06,3.32779330571158e-05,0.000597284773938657,0.00645591901308046
"8","Alcoholism","05034",0.600939347707726,5e-06,4.12104190794401e-05,0.000597284773938657,0.00799482130141137
"9","Insulin resistance","04931",0.70123227522807,5e-06,4.75470149563534e-05,0.000597284773938657,0.00922412090153257
"10","Thyroid hormone signaling pathway","04919",0.730179633745704,5e-06,4.93621050404491e-05,0.000597284773938657,0.00957624837784712
"11","Cell cycle","04110",0.75355689340411,5e-06,5.08237328560506e-05,0.000597284773938657,0.00985980417407381
"12","Insulin signaling pathway","04910",0.789718007857189,5e-06,5.30775474734455e-05,0.000597284773938657,0.0102970442098484
"13","Breast cancer","05224",0.803549816597857,5e-06,5.39374326565196e-05,0.000597284773938657,0.0104638619353648
"14","Ribosome biogenesis in eukaryotes","03008",1,5e-06,6.60303632276509e-05,0.000597284773938657,0.0128098904661643
"15","Hippo signaling pathway","04390",1,5e-06,6.60303632276509e-05,0.000597284773938657,0.0128098904661643
"16","RIG-I-like receptor signaling pathway","04622",1,5e-06,6.60303632276509e-05,0.000597284773938657,0.0128098904661643
"17","Prolactin signaling pathway","04917",1,5e-06,6.60303632276509e-05,0.000597284773938657,0.0128098904661643
"18","Vibrio cholerae infection","05110",1,5e-06,6.60303632276509e-05,0.000597284773938657,0.0128098904661643
"19","Chemical carcinogenesis","05204",1,5e-06,6.60303632276509e-05,0.000597284773938657,0.0128098904661643
"20","Colorectal cancer","05210",1,5e-06,6.60303632276509e-05,0.000597284773938657,0.0128098904661643
"21","Small cell lung cancer","05222",1,5e-06,6.60303632276509e-05,0.000597284773938657,0.0128098904661643
"22","Oxytocin signaling pathway","04921",0.00171322531336925,0.003,6.77333248796415e-05,0.000597284773938657,0.0131402650266505
"23","Apelin signaling pathway","04371",0.00465436982981408,0.004,0.000221388073611474,0.0018673602730707,0.042949286280626
"24","MAPK signaling pathway","04010",0.0251263736250808,0.004,0.00102568853812566,0.00829098234984905,0.198983576396377
"25","Jak-STAT signaling pathway","04630",0.254523890297689,5e-04,0.00126870780559001,0.00984517257137848,0.246129314284462
"26","NF-kappa B signaling pathway","04064",0.0909262572951132,0.002,0.00174802357355011,0.0130429451257201,0.339116573268722
"27","AMPK signaling pathway","04152",0.154377028586719,0.0015,0.00216991909907593,0.0155912705637308,0.420964305220731
"28","Phagosome","04145",0.516399649995031,5e-04,0.00239138913790886,0.0160857004765986,0.463929492754318
"29","Central carbon metabolism in cancer","05230",0.519590066153228,5e-04,0.00240456347330597,0.0160857004765986,0.466485313821358
"30","Aldosterone synthesis and secretion","04925",0.603566268928495,5e-04,0.00274797743808968,0.0177702540996466,0.533107622989397
"31","Fc gamma R-mediated phagocytosis","04666",0.641930758137771,5e-04,0.00290286779354095,0.0181663339337724,0.563156351946945
"32","Inflammatory mediator regulation of TRP channels","04750",0.665430076195214,5e-04,0.00299717164983915,0.0181703531271499,0.581451300068795
"33","Endocytosis","04144",0.0275370045126395,0.013,0.00319857167104482,0.0188037243691726,0.620522904182696
"34","Focal adhesion","04510",0.894812206505391,5e-04,0.0038978215980797,0.0222405114713959,0.756177390027462
"35","Oocyte meiosis","04114",0.162431457951647,0.003,0.00420371418677176,0.0223540400836337,0.815520552233721
"36","Endometrial cancer","05213",1,5e-04,0.00430045122977104,0.0223540400836337,0.834287538575582
"37","Non-small cell lung cancer","05223",1,5e-04,0.00430045122977104,0.0223540400836337,0.834287538575582
"38","Osteoclast differentiation","04380",0.0155965476020759,0.033,0.00441186502247067,0.0223540400836337,0.855901814359309
"39","cGMP-PKG signaling pathway","04022",0.0366960943109404,0.0145,0.00454338115755072,0.0223540400836337,0.881415944564841
"40","Adipocytokine signaling pathway","04920",0.540817747268087,0.001,0.0046090804296152,0.0223540400836337,0.894161603345348
"41","Epstein-Barr virus infection","05169",0.394562649922659,0.0015,0.00499058672262675,0.0236139957119412,0.968173824189589
"42","Glucagon signaling pathway","04922",0.32089380094174,0.002,0.00535973073006403,0.0247568514674386,1
"43","Longevity regulating pathway","04211",0.262959890005972,0.003,0.00642534346696418,0.0289887588974663,1
"44","Gastric acid secretion","04971",0.570920855242788,0.0015,0.00690482660318337,0.0304440082049449,1
"45","Gap junction","04540",0.629572042859966,0.0015,0.00752181685339413,0.0312709157467785,1
"46","ECM-receptor interaction","04512",1,0.001,0.00790775527898214,0.0312709157467785,1
"47","Thyroid cancer","05216",1,0.001,0.00790775527898214,0.0312709157467785,1
"48","Fluid shear stress and atherosclerosis","05418",1,0.001,0.00790775527898214,0.0312709157467785,1
"49","Ras signaling pathway","04014",0.25026585684406,0.004,0.00791510060981561,0.0312709157467785,1
"50","Circadian entrainment","04713",0.292001191537356,0.0035,0.00805951436772643,0.0312709157467785,1
"51","Notch signaling pathway","04330",0.100773051022996,0.0105,0.00830755654166147,0.0316012935114181,1
"52","Homologous recombination","03440",0.370071962656898,0.003,0.0086632374928645,0.031761280628977,1
"53","Adherens junction","04520",0.556123293752014,0.002,0.0086770508934834,0.031761280628977,1
"54","p53 signaling pathway","04115",0.540817747268087,0.0025,0.010283835350401,0.036225409840209,1
"55","HIF-1 signaling pathway","04066",0.680236739070717,0.002,0.0103394929891952,0.036225409840209,1
"56","Regulation of actin cytoskeleton","04810",0.689133981026546,0.002,0.0104568193353181,0.036225409840209,1
"57","Renal cell carcinoma","05211",0.519590066153228,0.003,0.0116344395763952,0.0395979171547485,1
"58","Cholinergic synapse","04725",0.0372818477272738,0.0445,0.0122794256014631,0.0402638174921043,1
"59","Cell adhesion molecules (CAMs)","04514",0.48450820930012,0.0035,0.0125141911434644,0.0402638174921043,1
"60","Chronic myeloid leukemia","05220",0.188862679740035,0.009,0.0125396116794545,0.0402638174921043,1
"61","Hepatitis C","05160",0.432422215535436,0.004,0.0127301878450751,0.0402638174921043,1
"62","Adrenergic signaling in cardiomyocytes","04261",0.218918836341493,0.008,0.0128678179613942,0.0402638174921043,1
"63","B cell receptor signaling pathway","04662",0.0454369245497078,0.044,0.0144243977377569,0.0437385615966845,1
"64","AGE-RAGE signaling pathway in diabetic complications","04933",1,0.002,0.0144292161968444,0.0437385615966845,1
"65","Pathways in cancer","05200",0.821967439763933,0.0025,0.0147697665646852,0.0440820725161374,1
"66","Influenza A","05164",0.858647462530539,0.0025,0.0153351461441002,0.0448542612310939,1
"67","Leukocyte transendothelial migration","04670",0.723998288534521,0.003,0.0154909046519757,0.0448542612310939,1
"68","Chemokine signaling pathway","04062",0.147975134243377,0.016,0.016681834911017,0.0475922937167251,1
"69","Rap1 signaling pathway","04015",0.41855644449112,0.006,0.0175465709145047,0.0493338370639698,1
"70","NOD-like receptor signaling pathway","04621",0.853748247947401,0.003,0.0178448629474908,0.049455763025903,1
"71","PPAR signaling pathway","03320",1,0.003,0.0204274289709421,0.0558157918360953,1
"72","ErbB signaling pathway","04012",0.621097892691932,0.005,0.0210383990413753,0.056686797417039,1
"73","Cytokine-cytokine receptor interaction","04060",0.807973614899247,0.004,0.0217657969356287,0.057843350760438,1
"74","Platelet activation","04611",0.159732513268444,0.021,0.0224659367169999,0.0588971854472699,1
"75","Proteoglycans in cancer","05205",0.899490735790932,0.004,0.0238450944291625,0.0616793109234336,1
"76","Amoebiasis","05146",1,0.004,0.026085843671449,0.066587548319225,1
"77","Toll-like receptor signaling pathway","04620",0.690911939122444,0.006,0.0268864458644393,0.067227972679293,1
"78","T cell receptor signaling pathway","04660",0.32089380094174,0.013,0.0270298034483756,0.067227972679293,1
"79","Dopaminergic synapse","04728",0.428594287011365,0.01,0.0276546808275032,0.0678478796292813,1
