"","Names","ID","pl","pb","p","pFdr","pFWER"
"1","Pathways in cancer","05200",5.59833694723978e-13,5e-06,1.15933746466566e-16,2.24911468145137e-14,2.24911468145137e-14
"2","Cell cycle","04110",1.61155937272826e-11,0.0065,3.23547480632258e-12,3.1384105621329e-10,6.27682112426581e-10
"3","p53 signaling pathway","04115",1.54081984302387e-07,5e-04,1.8710701906009e-09,1.20995872325525e-07,3.62987616976575e-07
"4","Focal adhesion","04510",2.95486149718837e-05,5e-06,3.49198829098397e-09,1.69361432112722e-07,6.7744572845089e-07
"5","FoxO signaling pathway","04068",6.57867631242527e-05,5e-06,7.51125780699608e-09,2.91436802911448e-07,1.45718401455724e-06
"6","Cell adhesion molecules (CAMs)","04514",0.000101450146620754,5e-06,1.13634388827551e-08,3.49289171199155e-07,2.20450714325449e-06
"7","Small cell lung cancer","05222",0.000113065719511846,5e-06,1.26032175174953e-08,3.49289171199155e-07,2.44502419839409e-06
"8","HTLV-I infection","05166",1.5766841945522e-06,5e-04,1.73128509502266e-08,4.19836635542996e-07,3.35869308434397e-06
"9","Chemokine signaling pathway","04062",0.000278721680999622,5e-06,2.98111922999468e-08,6.22481080846222e-07,5.78337130618968e-06
"10","PI3K-Akt signaling pathway","04151",0.000301082423358957,5e-06,3.20866536518671e-08,6.22481080846222e-07,6.22481080846223e-06
"11","Rap1 signaling pathway","04015",0.000383549273859993,5e-06,4.04109722385761e-08,7.12702601298524e-07,7.83972861428376e-06
"12","Prostate cancer","05215",0.000738717697397182,5e-06,7.5410767510009e-08,1.14457774123451e-06,1.46296888969418e-05
"13","Melanoma","05218",0.000751988083483698,5e-06,7.66985084332403e-08,1.14457774123451e-06,1.48795106360486e-05
"14","Calcium signaling pathway","04020",0.00134962820112128,5e-06,1.33707657629208e-07,1.85280611286188e-06,2.59392855800664e-05
"15","Proteoglycans in cancer","05205",0.00175312397353863,5e-06,1.71389156600331e-07,2.21663309203095e-06,3.32494963804642e-05
"16","Ras signaling pathway","04014",0.00356438098875263,5e-06,3.35815259177449e-07,3.89442590342345e-06,6.51481602804252e-05
"17","Apelin signaling pathway","04371",0.00362548640893948,5e-06,3.41264125557725e-07,3.89442590342345e-06,6.62052403581986e-05
"18","Gap junction","04540",0.00396340361389534,5e-06,3.71306013328808e-07,4.00185369921048e-06,7.20333665857887e-05
"19","T cell receptor signaling pathway","04660",0.00478916944743279,5e-06,4.44134905313457e-07,4.53485113846371e-06,8.61621716308106e-05
"20","Regulation of actin cytoskeleton","04810",0.00539634139494263,5e-06,4.97221775618245e-07,4.75254583164102e-06,9.64610244699396e-05
"21","Platelet activation","04611",0.00559426297227063,5e-06,5.14450837445678e-07,4.75254583164102e-06,9.98034624644615e-05
"22","Dilated cardiomyopathy","05414",0.00666819027170158,5e-06,6.07354754431606e-07,5.35576465271508e-06,0.000117826822359732
"23","NF-kappa B signaling pathway","04064",0.00702623315640599,5e-06,6.38128720030256e-07,5.38247702982042e-06,0.00012379697168587
"24","Breast cancer","05224",0.011667657352685,5e-06,1.03007955171317e-06,8.22596308462394e-06,0.000199835433032356
"25","Cholinergic synapse","04725",0.0120278030505221,5e-06,1.06004678925566e-06,8.22596308462394e-06,0.000205649077115599
"26","Morphine addiction","05032",0.0148637009680454,5e-06,1.29424976548632e-06,9.38493449191333e-06,0.000251084454504346
"27","Colorectal cancer","05210",0.0156780807316049,5e-06,1.36098003513275e-06,9.38493449191333e-06,0.000264030126815754
"28","Adherens junction","04520",0.0160659922538055,5e-06,1.39269043267483e-06,9.38493449191333e-06,0.000270181943938916
"29","Thyroid hormone signaling pathway","04919",0.016265186733876,5e-06,1.40895560752212e-06,9.38493449191333e-06,0.000273337387859291
"30","Renin secretion","04924",0.0167841993998932,5e-06,1.45127852967732e-06,9.38493449191333e-06,0.0002815480347574
"31","Insulin resistance","04931",0.0193310695773462,5e-06,1.65784357469007e-06,1.03748920480604e-05,0.000321621653489874
"32","Hedgehog signaling pathway","04340",0.0215920763077689,5e-06,1.83980700552471e-06,1.09327599871741e-05,0.000356922559071793
"33","GABAergic synapse","04727",0.0223064621395812,5e-06,1.89704766401068e-06,1.09327599871741e-05,0.000368027246818072
"34","Oxytocin signaling pathway","04921",0.0225989841309721,5e-06,1.92045296736103e-06,1.09327599871741e-05,0.000372567875668039
"35","Intestinal immune network for IgA production","04672",0.000232491310835102,5e-04,1.97240515232522e-06,1.09327599871741e-05,0.000382646599551092
"36","Homologous recombination","03440",0.0294025873609526,5e-06,2.45993001979754e-06,1.29689901199475e-05,0.000477226423840722
"37","ECM-receptor interaction","04512",0.0296826487580979,5e-06,2.48195404494396e-06,1.29689901199475e-05,0.000481499084719128
"38","Central carbon metabolism in cancer","05230",0.030425620599017,5e-06,2.54031765236086e-06,1.29689901199475e-05,0.000492821624558007
"39","cGMP-PKG signaling pathway","04022",0.0320428125410417,5e-06,2.66704425325097e-06,1.32017010779548e-05,0.000517406585130688
"40","Wnt signaling pathway","04310",0.0340357951406511,5e-06,2.82265914174261e-06,1.32017010779548e-05,0.000547595873498065
"41","Apoptosis","04210",0.0344907583626472,5e-06,2.85810023337167e-06,1.32017010779548e-05,0.000554471445274104
"42","Insulin signaling pathway","04910",0.0344907583626472,5e-06,2.85810023337167e-06,1.32017010779548e-05,0.000554471445274104
"43","Endocytosis","04144",0.0371451640213837,5e-06,3.06428925403251e-06,1.3824932913542e-05,0.000594472115282306
"44","Vascular smooth muscle contraction","04270",0.0388421028342697,5e-06,3.19560255767372e-06,1.40897021861069e-05,0.000619946896188702
"45","AGE-RAGE signaling pathway in diabetic complications","04933",0.0437918766853104,5e-06,3.57656568327355e-06,1.54189720567793e-05,0.000693853742555068
